"",Set,Count
9944,"(35, 40, 7)",8
41985,"(26, 33, 36)",8
2114,"(22, 38, 47)",8
14981,"(2, 23, 25)",8
30820,"(22, 26, 49)",8
30819,"(17, 22, 49)",8
30818,"(17, 22, 39)",8
50202,"(29, 49, 5)",8
14918,"(19, 35, 9)",8
2107,"(13, 38, 8)",8
26060,"(41, 6, 9)",8
65997,"(30, 40, 48)",8
20411,"(16, 37, 46)",8
2103,"(13, 22, 38)",8
12849,"(14, 39, 6)",8
33766,"(18, 21, 4)",8
14978,"(18, 23, 3)",8
29134,"(13, 36, 7)",8
12852,"(14, 49, 6)",8
20568,"(17, 40, 49)",8
759,"(15, 19, 47)",8
2812,"(29, 36, 45)",8
5902,"(12, 29, 34)",8
2217,"(26, 35, 47)",8
11385,"(27, 31, 46)",8
2218,"(26, 43, 47)",8
2219,"(31, 35, 43)",8
62511,"(24, 38, 45)",8
2009,"(23, 25, 6)",8
25924,"(19, 44, 7)",8
757,"(15, 16, 47)",8
10053,"(13, 40, 9)",8
5907,"(12, 34, 5)",8
5904,"(12, 29, 5)",8
25043,"(1, 11, 42)",8
15011,"(10, 17, 46)",8
255,"(2, 20, 6)",8
27657,"(27, 34, 48)",8
6309,"(36, 49, 5)",8
9983,"(27, 37, 42)",8
36579,"(10, 23, 46)",8
12969,"(30, 37, 49)",8
6264,"(16, 36, 41)",8
55605,"(2, 35, 42)",8
10164,"(10, 4, 48)",8
42244,"(15, 46, 6)",8
2815,"(31, 36, 45)",8
5912,"(29, 34, 5)",8
41799,"(17, 26, 27)",8
10245,"(1, 36, 46)",8
21026,"(10, 17, 26)",8
10060,"(31, 40, 9)",8
74646,"(21, 36, 45)",8
11381,"(25, 29, 31)",8
10243,"(1, 28, 46)",8
29198,"(37, 4, 48)",8
4288,"(32, 4, 42)",8
20300,"(1, 12, 33)",8
2813,"(29, 44, 45)",8
2855,"(31, 39, 41)",8
46420,"(23, 33, 35)",8
46686,"(14, 16, 9)",8
46685,"(13, 16, 9)",8
9935,"(23, 35, 41)",8
26055,"(12, 41, 9)",8
2816,"(31, 44, 45)",8
20958,"(2, 30, 49)",8
20957,"(2, 30, 47)",8
36696,"(15, 23, 5)",8
42039,"(12, 19, 8)",8
41801,"(18, 24, 26)",8
12851,"(14, 4, 6)",8
36525,"(11, 28, 37)",8
5918,"(34, 47, 9)",8
67714,"(10, 11, 47)",8
10052,"(13, 31, 9)",8
694,"(12, 30, 48)",8
59848,"(10, 29, 7)",8
12925,"(14, 27, 33)",8
20660,"(15, 36, 5)",8
36392,"(12, 48, 8)",8
43307,"(12, 25, 4)",8
34991,"(21, 24, 49)",8
5216,"(24, 4, 47)",8
11133,"(23, 25, 28)",8
11132,"(20, 28, 5)",8
5212,"(24, 32, 8)",8
5181,"(3, 35, 6)",8
34990,"(20, 24, 49)",8
10706,"(16, 4, 7)",8
35072,"(20, 24, 45)",8
10704,"(16, 39, 7)",8
10703,"(16, 39, 47)",8
22870,"(10, 21, 40)",8
523,"(22, 24, 40)",8
2461,"(31, 39, 45)",8
22872,"(10, 24, 40)",8
82457,"(16, 38, 46)",8
31260,"(1, 27, 48)",8
10667,"(10, 25, 45)",8
43552,"(1, 34, 4)",8
21928,"(41, 47, 9)",8
21930,"(42, 46, 9)",8
57131,"(14, 26, 7)",8
34085,"(2, 22, 34)",8
4519,"(36, 49, 8)",8
43551,"(1, 29, 4)",8
43548,"(1, 12, 29)",8
35048,"(26, 35, 41)",8
14010,"(19, 3, 42)",8
5224,"(34, 4, 8)",8
31285,"(10, 36, 44)",8
21965,"(27, 33, 4)",8
13326,"(22, 25, 31)",8
2459,"(12, 45, 8)",8
70318,"(27, 36, 44)",8
13330,"(22, 31, 37)",8
25257,"(2, 30, 34)",8
539,"(37, 40, 45)",8
4507,"(26, 36, 49)",8
13296,"(36, 38, 45)",8
21868,"(24, 37, 38)",8
14070,"(17, 2, 7)",8
10624,"(2, 22, 35)",8
10625,"(2, 22, 38)",8
70886,"(1, 36, 7)",8
10627,"(2, 26, 35)",8
42793,"(25, 4, 46)",8
25251,"(18, 28, 30)",8
25253,"(18, 34, 46)",8
25256,"(2, 28, 46)",8
43554,"(29, 34, 4)",8
21861,"(11, 37, 38)",8
28697,"(14, 32, 37)",8
10633,"(22, 26, 47)",8
21862,"(23, 24, 32)",8
22938,"(20, 35, 46)",8
31234,"(13, 7, 8)",8
52958,"(26, 41, 47)",8
14073,"(17, 4, 7)",8
31235,"(14, 44, 7)",8
10632,"(22, 26, 35)",8
25497,"(11, 13, 20)",8
5256,"(22, 27, 30)",8
22928,"(17, 20, 43)",8
13328,"(22, 25, 42)",8
31664,"(18, 24, 4)",8
11129,"(20, 23, 28)",8
55744,"(12, 24, 38)",8
68742,"(11, 13, 37)",8
35097,"(14, 19, 41)",8
22691,"(3, 32, 41)",8
4745,"(33, 44, 9)",8
22657,"(37, 39, 6)",8
67263,"(1, 21, 42)",8
13514,"(18, 37, 7)",8
28014,"(26, 27, 48)",8
45725,"(17, 23, 40)",8
45724,"(13, 40, 8)",8
31428,"(13, 17, 6)",8
2668,"(33, 38, 45)",8
416,"(13, 21, 39)",8
11040,"(15, 27, 45)",8
28765,"(24, 28, 47)",8
25342,"(21, 24, 4)",8
366,"(19, 47, 8)",8
4744,"(33, 43, 9)",8
4743,"(33, 43, 44)",8
13512,"(18, 33, 44)",8
11012,"(16, 34, 42)",8
4740,"(29, 43, 44)",8
28021,"(35, 38, 48)",8
4737,"(29, 33, 43)",8
11004,"(14, 26, 42)",8
22652,"(32, 37, 44)",8
25348,"(3, 4, 8)",8
11010,"(16, 26, 42)",8
2657,"(18, 33, 45)",8
45749,"(1, 24, 45)",8
43355,"(19, 42, 9)",8
43354,"(19, 29, 44)",8
34365,"(26, 27, 30)",8
45727,"(23, 40, 8)",8
11043,"(15, 37, 48)",8
68829,"(19, 28, 6)",8
60296,"(19, 44, 5)",8
22522,"(16, 27, 32)",8
54341,"(14, 32, 7)",8
2605,"(1, 10, 35)",8
28760,"(14, 24, 47)",8
43428,"(19, 39, 40)",8
4829,"(20, 22, 37)",8
10937,"(37, 39, 46)",8
34276,"(10, 40, 48)",8
367,"(28, 30, 31)",8
61896,"(30, 40, 41)",8
4688,"(12, 43, 49)",8
25411,"(35, 36, 4)",8
2619,"(3, 34, 41)",8
368,"(28, 30, 47)",8
22521,"(16, 2, 32)",8
45722,"(1, 13, 23)",8
31486,"(13, 38, 5)",8
34445,"(20, 31, 35)",8
34443,"(15, 31, 35)",8
13622,"(29, 33, 5)",8
2621,"(34, 35, 41)",8
34275,"(10, 37, 48)",8
67176,"(19, 24, 33)",8
34250,"(30, 38, 6)",8
13683,"(1, 17, 43)",8
13682,"(1, 17, 32)",8
22462,"(15, 28, 9)",8
11047,"(27, 37, 45)",8
4865,"(14, 16, 38)",8
22716,"(2, 26, 37)",8
422,"(13, 36, 40)",8
35096,"(14, 18, 9)",8
42890,"(26, 4, 44)",8
20831,"(22, 24, 4)",8
5135,"(28, 41, 5)",8
5127,"(15, 43, 5)",8
10741,"(14, 29, 45)",8
10740,"(14, 29, 36)",8
28698,"(16, 26, 37)",8
22095,"(30, 40, 46)",8
5133,"(18, 43, 5)",8
13337,"(31, 34, 42)",8
31334,"(24, 31, 5)",8
22093,"(23, 33, 40)",8
13932,"(1, 26, 7)",8
22089,"(2, 33, 46)",8
5867,"(13, 36, 6)",8
54885,"(22, 41, 6)",8
33630,"(3, 32, 44)",8
43505,"(36, 43, 47)",8
52906,"(14, 30, 46)",8
67350,"(19, 20, 25)",8
31368,"(19, 22, 43)",8
34898,"(22, 40, 47)",8
34896,"(19, 40, 47)",8
2719,"(33, 39, 9)",8
34895,"(19, 22, 6)",8
34930,"(18, 24, 37)",8
4560,"(2, 45, 8)",8
2464,"(31, 43, 8)",8
5173,"(23, 3, 31)",8
54795,"(13, 29, 34)",8
2466,"(39, 43, 45)",8
13335,"(25, 31, 42)",8
54727,"(27, 38, 41)",8
55745,"(12, 35, 38)",8
6126,"(11, 12, 19)",8
59785,"(13, 26, 49)",8
26025,"(15, 22, 24)",8
6137,"(12, 19, 48)",8
25958,"(18, 24, 30)",8
15017,"(13, 17, 5)",8
59891,"(19, 24, 32)",8
15020,"(17, 24, 5)",8
4237,"(15, 35, 43)",8
42112,"(10, 16, 34)",8
45437,"(18, 27, 48)",8
36636,"(1, 24, 29)",8
4189,"(19, 27, 9)",8
6001,"(26, 28, 31)",8
66231,"(20, 21, 45)",8
36638,"(1, 29, 44)",8
709,"(35, 46, 48)",8
29068,"(21, 35, 48)",8
23376,"(11, 21, 35)",8
2850,"(10, 39, 41)",8
79489,"(13, 16, 34)",8
12932,"(20, 27, 5)",8
6132,"(12, 14, 16)",8
15124,"(34, 38, 47)",8
20634,"(32, 45, 9)",8
26028,"(15, 4, 45)",8
42191,"(26, 4, 5)",8
20859,"(14, 2, 31)",8
11418,"(10, 28, 37)",8
15013,"(10, 24, 46)",8
31865,"(20, 3, 31)",8
20857,"(14, 16, 2)",8
73177,"(11, 2, 24)",8
15117,"(24, 33, 47)",8
4556,"(2, 39, 45)",8
34965,"(41, 48, 6)",8
35120,"(18, 29, 32)",8
10780,"(31, 34, 7)",8
34838,"(14, 46, 7)",8
13373,"(15, 34, 42)",8
480,"(14, 32, 9)",8
13864,"(1, 23, 37)",8
2712,"(24, 25, 9)",8
10781,"(31, 37, 7)",8
5084,"(1, 23, 45)",8
34964,"(19, 41, 6)",8
31311,"(14, 31, 48)",8
5085,"(1, 44, 45)",8
10777,"(15, 34, 7)",8
13866,"(1, 37, 5)",8
10775,"(15, 31, 7)",8
56794,"(1, 12, 38)",8
34836,"(14, 17, 27)",8
22148,"(17, 22, 24)",8
5176,"(23, 31, 35)",8
28886,"(18, 30, 8)",8
13333,"(25, 31, 34)",8
13297,"(36, 38, 48)",8
81443,"(13, 40, 43)",8
66820,"(44, 46, 6)",8
35126,"(29, 48, 6)",8
42838,"(20, 30, 35)",8
541,"(40, 41, 45)",8
21894,"(11, 38, 46)",8
21895,"(26, 38, 4)",8
4514,"(28, 43, 49)",8
14041,"(14, 36, 37)",8
5269,"(30, 37, 43)",8
35121,"(18, 29, 48)",8
70343,"(10, 36, 7)",8
27896,"(11, 22, 38)",8
22123,"(10, 33, 6)",8
5050,"(10, 3, 30)",8
13942,"(26, 46, 7)",8
25288,"(17, 35, 44)",8
22058,"(14, 18, 33)",8
13940,"(15, 46, 7)",8
45983,"(37, 39, 9)",8
45982,"(21, 37, 9)",8
34933,"(18, 29, 49)",8
13902,"(2, 3, 32)",8
22118,"(1, 10, 13)",8
22817,"(2, 28, 9)",8
13833,"(21, 46, 6)",8
5054,"(20, 3, 46)",8
31631,"(2, 33, 35)",8
34790,"(29, 48, 8)",8
22211,"(16, 21, 40)",8
22180,"(11, 19, 39)",8
2513,"(22, 23, 33)",8
11094,"(3, 37, 40)",8
4601,"(21, 34, 47)",8
5042,"(1, 20, 30)",8
5041,"(1, 20, 3)",8
13827,"(2, 21, 6)",8
5038,"(1, 10, 20)",8
27919,"(28, 30, 40)",8
10805,"(24, 33, 35)",8
72217,"(24, 41, 49)",8
56797,"(12, 28, 35)",8
13837,"(38, 49, 6)",8
13376,"(24, 34, 42)",8
2706,"(21, 25, 9)",8
16279,"(17, 25, 41)",8
2055,"(10, 29, 34)",8
1182,"(1, 13, 35)",8
39727,"(16, 2, 45)",8
30617,"(19, 22, 37)",8
39729,"(18, 2, 26)",8
33466,"(13, 49, 6)",8
28193,"(16, 19, 2)",8
6418,"(17, 20, 3)",8
15225,"(28, 29, 4)",8
4072,"(27, 41, 8)",8
6432,"(3, 32, 37)",8
41742,"(34, 36, 5)",8
12818,"(2, 28, 5)",8
23560,"(13, 20, 28)",8
52324,"(21, 26, 31)",8
20263,"(15, 23, 35)",8
29723,"(10, 21, 22)",8
4064,"(17, 41, 8)",8
4063,"(17, 31, 8)",8
41716,"(21, 29, 30)",8
1252,"(3, 33, 6)",8
2898,"(18, 5, 8)",8
27064,"(11, 3, 44)",8
9874,"(26, 4, 6)",8
69323,"(1, 21, 9)",8
15261,"(3, 38, 8)",8
15254,"(29, 30, 38)",8
9878,"(29, 4, 7)",8
94732,"(40, 43, 9)",8
8471,"(3, 30, 38)",8
8500,"(10, 17, 32)",8
23561,"(13, 20, 4)",8
53253,"(10, 40, 41)",8
30676,"(15, 23, 24)",8
4067,"(22, 31, 41)",8
15253,"(29, 3, 8)",8
12705,"(12, 3, 32)",8
52325,"(21, 31, 43)",8
36872,"(39, 45, 46)",8
6523,"(30, 45, 46)",8
8458,"(12, 22, 30)",8
15303,"(28, 34, 6)",8
20160,"(11, 19, 33)",8
12809,"(15, 2, 22)",8
6471,"(15, 2, 26)",8
17292,"(29, 44, 47)",8
11455,"(11, 4, 7)",8
20198,"(23, 30, 31)",8
15288,"(14, 21, 30)",8
26208,"(18, 38, 47)",8
15292,"(14, 28, 6)",8
818,"(18, 40, 42)",8
44018,"(33, 41, 6)",8
6520,"(26, 32, 46)",8
6518,"(26, 30, 46)",8
6515,"(13, 45, 46)",8
817,"(16, 42, 5)",8
6513,"(13, 32, 45)",8
41686,"(22, 42, 6)",8
6509,"(13, 26, 46)",8
11463,"(4, 48, 7)",8
41687,"(22, 43, 49)",8
17321,"(14, 18, 45)",8
36847,"(29, 31, 41)",8
17319,"(14, 18, 21)",8
1955,"(13, 15, 21)",8
53775,"(17, 19, 41)",8
6466,"(13, 2, 3)",8
6463,"(13, 15, 26)",8
27063,"(11, 2, 33)",8
32406,"(11, 5, 6)",8
23657,"(32, 38, 7)",8
15363,"(29, 35, 39)",8
24578,"(12, 42, 48)",8
4023,"(17, 2, 28)",8
15356,"(13, 29, 35)",8
4022,"(1, 40, 8)",8
15357,"(13, 29, 36)",8
33407,"(15, 28, 4)",8
6559,"(37, 43, 9)",8
36897,"(15, 20, 9)",8
21,"(15, 27, 8)",8
6585,"(14, 18, 48)",8
36979,"(31, 41, 5)",8
26266,"(1, 23, 49)",8
15401,"(15, 17, 35)",8
15402,"(15, 34, 35)",8
25013,"(10, 30, 45)",8
46806,"(16, 3, 46)",8
4026,"(17, 28, 40)",8
25014,"(10, 38, 45)",8
20105,"(3, 46, 48)",8
204,"(32, 5, 8)",8
27070,"(3, 33, 44)",8
36903,"(29, 49, 9)",8
29222,"(13, 22, 44)",8
8455,"(12, 16, 3)",8
12773,"(14, 15, 36)",8
26237,"(12, 34, 39)",8
24581,"(37, 42, 48)",8
36975,"(14, 22, 5)",8
58850,"(27, 35, 37)",8
61422,"(12, 23, 28)",8
24579,"(16, 37, 42)",8
30590,"(24, 30, 41)",8
24984,"(16, 46, 6)",8
15405,"(19, 34, 35)",8
46828,"(28, 40, 7)",8
12782,"(15, 36, 44)",8
15398,"(11, 19, 35)",8
11978,"(22, 7, 9)",8
33384,"(2, 21, 41)",8
24547,"(22, 32, 5)",8
2662,"(19, 33, 38)",8
37019,"(19, 23, 24)",8
55187,"(23, 32, 41)",8
24987,"(24, 46, 47)",8
3278,"(10, 23, 26)",8
30593,"(30, 4, 41)",8
6596,"(18, 5, 7)",8
24988,"(24, 46, 6)",8
41604,"(24, 49, 6)",8
17229,"(26, 27, 41)",8
9761,"(35, 4, 43)",8
45276,"(12, 15, 31)",8
33381,"(14, 21, 41)",8
15399,"(11, 34, 35)",8
15400,"(15, 17, 19)",8
49600,"(10, 34, 36)",8
37046,"(11, 16, 29)",8
24982,"(16, 39, 46)",8
1243,"(22, 27, 3)",8
11500,"(37, 47, 49)",8
859,"(16, 21, 43)",8
6631,"(11, 3, 31)",8
26243,"(28, 37, 39)",8
17223,"(15, 26, 41)",8
12746,"(13, 42, 7)",8
8464,"(16, 22, 30)",8
821,"(40, 42, 5)",8
36813,"(13, 28, 43)",8
17364,"(15, 25, 47)",8
19920,"(1, 11, 3)",8
23681,"(28, 3, 36)",8
32374,"(24, 31, 8)",8
46879,"(10, 3, 6)",8
15469,"(22, 32, 33)",8
19928,"(11, 21, 32)",8
23683,"(28, 36, 37)",8
27469,"(14, 7, 8)",8
37091,"(31, 35, 46)",8
33345,"(15, 3, 36)",8
15474,"(22, 4, 8)",8
12708,"(22, 3, 32)",8
9726,"(47, 5, 7)",8
31973,"(1, 19, 24)",8
55188,"(23, 41, 47)",8
6747,"(19, 28, 7)",8
187,"(14, 26, 44)",8
49130,"(36, 37, 4)",8
75034,"(25, 38, 44)",8
27027,"(14, 15, 35)",8
9639,"(12, 13, 23)",8
29266,"(32, 38, 39)",8
65528,"(14, 2, 25)",8
19719,"(11, 20, 26)",8
19720,"(11, 20, 29)",8
19721,"(11, 20, 4)",8
19725,"(11, 26, 41)",8
19726,"(11, 29, 41)",8
49449,"(10, 18, 2)",8
17402,"(17, 29, 9)",8
9648,"(12, 41, 5)",8
31976,"(19, 24, 37)",8
2939,"(16, 25, 49)",8
9723,"(25, 47, 7)",8
39785,"(13, 34, 36)",8
15519,"(21, 28, 31)",8
1896,"(2, 31, 38)",8
19830,"(34, 40, 6)",8
15513,"(20, 21, 28)",8
37169,"(11, 27, 32)",8
56484,"(12, 18, 19)",8
30557,"(11, 31, 5)",8
30556,"(11, 31, 48)",8
19889,"(12, 18, 2)",8
19891,"(12, 2, 35)",8
19892,"(18, 2, 30)",8
17362,"(15, 17, 47)",8
6663,"(14, 15, 22)",8
1913,"(38, 39, 46)",8
26275,"(28, 33, 45)",8
26277,"(28, 45, 49)",8
1915,"(39, 4, 46)",8
12736,"(11, 19, 42)",8
39786,"(13, 34, 45)",8
37059,"(2, 20, 34)",8
3985,"(27, 43, 7)",8
19957,"(1, 11, 7)",8
19962,"(11, 3, 39)",8
19964,"(25, 3, 39)",8
57901,"(1, 4, 47)",8
19965,"(25, 39, 7)",8
37054,"(16, 2, 29)",8
28534,"(1, 37, 8)",8
39614,"(1, 19, 29)",8
3979,"(16, 43, 7)",8
19731,"(20, 29, 4)",8
8392,"(3, 31, 49)",8
8505,"(10, 24, 32)",8
37300,"(15, 30, 7)",8
3289,"(23, 26, 30)",8
28220,"(12, 32, 44)",8
3928,"(1, 41, 44)",8
17198,"(22, 29, 31)",8
3926,"(1, 41, 42)",8
9655,"(23, 24, 5)",8
2946,"(25, 31, 32)",8
17428,"(15, 19, 27)",8
39787,"(19, 34, 36)",8
9689,"(21, 40, 44)",8
876,"(25, 48, 6)",8
12697,"(1, 22, 3)",8
15543,"(19, 22, 38)",8
6757,"(28, 48, 5)",8
19764,"(11, 42, 9)",8
3931,"(1, 43, 44)",8
32373,"(20, 43, 9)",8
41438,"(16, 27, 49)",8
41441,"(27, 3, 35)",8
17396,"(12, 26, 9)",8
15556,"(36, 38, 8)",8
3935,"(20, 42, 43)",8
19761,"(11, 40, 42)",8
23740,"(18, 48, 49)",8
37352,"(1, 19, 41)",8
9750,"(15, 19, 35)",8
27505,"(18, 23, 5)",8
30626,"(32, 37, 46)",8
2901,"(21, 38, 8)",8
33460,"(10, 14, 38)",8
57789,"(14, 49, 9)",8
11539,"(35, 4, 9)",8
6759,"(28, 5, 7)",8
12695,"(1, 12, 32)",8
11969,"(17, 22, 7)",8
1291,"(1, 14, 25)",8
15622,"(13, 2, 29)",8
41391,"(24, 30, 7)",8
23743,"(18, 6, 8)",8
44160,"(12, 28, 8)",8
63032,"(23, 35, 36)",8
1850,"(15, 26, 33)",8
30498,"(1, 35, 40)",8
3923,"(1, 20, 42)",8
78845,"(12, 23, 26)",8
15597,"(25, 41, 44)",8
17429,"(15, 19, 39)",8
15595,"(25, 32, 41)",8
24951,"(14, 31, 37)",8
15593,"(24, 32, 44)",8
6761,"(45, 5, 7)",8
52558,"(18, 3, 40)",8
19688,"(1, 15, 41)",8
6805,"(41, 48, 49)",8
9650,"(13, 23, 41)",8
9654,"(23, 24, 41)",8
15550,"(22, 36, 38)",8
46930,"(1, 3, 49)",8
15548,"(19, 38, 8)",8
37244,"(29, 4, 47)",8
15546,"(19, 36, 8)",8
15545,"(19, 36, 40)",8
45230,"(26, 30, 4)",8
44137,"(10, 25, 46)",8
33288,"(15, 34, 44)",8
9790,"(13, 24, 7)",8
48027,"(14, 29, 5)",8
17256,"(13, 30, 6)",8
23779,"(22, 34, 39)",8
1808,"(25, 4, 48)",8
45180,"(11, 27, 28)",8
27095,"(13, 19, 43)",8
9562,"(1, 40, 45)",8
37385,"(12, 24, 6)",8
24516,"(28, 39, 43)",8
23781,"(22, 39, 47)",8
12041,"(31, 34, 6)",8
17475,"(2, 41, 7)",8
80234,"(12, 40, 44)",8
6924,"(18, 46, 8)",8
41386,"(1, 24, 46)",8
39563,"(28, 3, 7)",8
17167,"(2, 43, 6)",8
37488,"(22, 26, 48)",8
37513,"(10, 25, 39)",8
55998,"(23, 40, 45)",8
26364,"(20, 36, 48)",8
52533,"(30, 46, 47)",8
28504,"(1, 32, 7)",8
1297,"(11, 14, 25)",8
1236,"(13, 22, 6)",8
12626,"(16, 22, 7)",8
3883,"(14, 25, 29)",8
15664,"(30, 33, 7)",8
915,"(16, 38, 40)",8
19596,"(24, 28, 33)",8
29,"(24, 37, 8)",8
37433,"(21, 32, 41)",8
9573,"(40, 45, 47)",8
28,"(24, 37, 46)",8
32456,"(18, 19, 36)",8
6933,"(45, 46, 8)",8
6885,"(25, 37, 7)",8
27120,"(12, 32, 48)",8
8307,"(17, 19, 20)",8
37790,"(10, 45, 48)",8
41150,"(32, 6, 7)",8
23939,"(1, 20, 26)",8
8302,"(13, 19, 3)",8
3337,"(41, 46, 49)",8
41151,"(45, 6, 7)",8
87322,"(10, 5, 6)",8
23941,"(1, 25, 26)",8
3787,"(14, 2, 49)",8
19253,"(23, 32, 35)",8
59469,"(1, 2, 24)",8
9431,"(10, 13, 26)",8
9433,"(10, 13, 3)",8
44264,"(28, 29, 9)",8
63057,"(11, 4, 6)",8
29357,"(49, 8, 9)",8
15841,"(25, 31, 48)",8
27000,"(17, 26, 43)",8
15839,"(19, 41, 48)",8
26489,"(18, 46, 48)",8
15728,"(10, 28, 47)",8
19421,"(2, 25, 49)",8
8803,"(13, 19, 22)",8
6925,"(23, 44, 46)",8
11576,"(3, 45, 8)",8
33230,"(3, 34, 48)",8
19589,"(23, 24, 33)",8
6887,"(34, 37, 7)",8
6931,"(44, 45, 8)",8
913,"(16, 17, 48)",8
19594,"(23, 33, 46)",8
11943,"(46, 47, 48)",8
65485,"(1, 32, 46)",8
11611,"(24, 36, 44)",8
23807,"(17, 37, 40)",8
56440,"(28, 42, 7)",8
9526,"(27, 44, 47)",8
33262,"(19, 24, 25)",8
3237,"(16, 18, 30)",8
11608,"(14, 34, 36)",8
30445,"(12, 13, 6)",8
11607,"(14, 24, 44)",8
17433,"(16, 19, 34)",8
12636,"(37, 4, 6)",8
11568,"(14, 22, 3)",8
27004,"(26, 46, 49)",8
37610,"(18, 28, 7)",8
9599,"(18, 23, 9)",8
44207,"(11, 18, 34)",8
32006,"(15, 30, 35)",8
12597,"(23, 46, 49)",8
6963,"(1, 12, 46)",8
929,"(40, 48, 5)",8
15690,"(15, 2, 41)",8
77001,"(1, 16, 27)",8
19454,"(10, 19, 49)",8
26360,"(20, 28, 30)",8
15703,"(41, 45, 46)",8
27098,"(13, 43, 9)",8
27096,"(13, 35, 43)",8
29318,"(1, 16, 38)",8
8348,"(12, 21, 35)",8
8380,"(16, 28, 3)",8
24787,"(13, 16, 29)",8
37609,"(18, 28, 45)",8
12072,"(13, 15, 9)",8
11563,"(12, 14, 22)",8
3242,"(18, 19, 35)",8
6923,"(18, 45, 8)",8
27439,"(24, 30, 40)",8
26395,"(10, 24, 29)",8
17468,"(1, 34, 7)",8
15658,"(18, 31, 33)",8
41356,"(12, 15, 7)",8
29776,"(20, 22, 34)",8
3882,"(13, 33, 47)",8
19591,"(23, 24, 46)",8
6918,"(18, 23, 8)",8
6919,"(18, 44, 45)",8
83199,"(2, 49, 8)",8
1235,"(13, 22, 33)",8
65331,"(18, 20, 43)",8
9572,"(32, 45, 47)",8
37563,"(21, 4, 48)",8
8581,"(34, 40, 44)",8
19557,"(19, 2, 44)",8
37381,"(10, 12, 24)",8
1793,"(11, 2, 25)",8
27099,"(19, 43, 9)",8
19492,"(13, 28, 41)",8
17094,"(19, 24, 5)",8
28503,"(1, 21, 26)",8
9605,"(23, 31, 38)",8
19489,"(13, 27, 28)",8
1237,"(13, 27, 3)",8
47032,"(20, 34, 35)",8
12071,"(13, 15, 23)",8
19456,"(10, 26, 4)",8
28258,"(13, 48, 49)",8
24890,"(14, 15, 39)",8
20054,"(22, 3, 31)",8
72948,"(12, 17, 23)",8
19388,"(1, 30, 44)",8
3003,"(13, 2, 42)",8
19385,"(1, 21, 24)",8
30390,"(1, 25, 48)",8
28254,"(13, 33, 49)",8
32036,"(32, 47, 48)",8
1755,"(31, 32, 8)",8
12588,"(17, 23, 46)",8
30359,"(17, 41, 42)",8
48214,"(29, 33, 34)",8
7088,"(15, 21, 25)",8
45133,"(39, 44, 5)",8
45132,"(39, 42, 5)",8
17536,"(27, 4, 49)",8
3230,"(13, 16, 30)",8
27003,"(26, 43, 46)",8
39505,"(14, 2, 24)",8
29321,"(1, 37, 38)",8
47932,"(11, 22, 40)",8
19427,"(24, 46, 49)",8
15761,"(12, 16, 4)",8
39508,"(14, 24, 40)",8
12079,"(15, 38, 9)",8
2994,"(1, 17, 37)",8
7012,"(21, 40, 42)",8
12073,"(13, 23, 9)",8
11612,"(34, 36, 44)",8
7010,"(21, 4, 42)",8
17532,"(17, 49, 6)",8
23915,"(23, 4, 40)",8
17533,"(2, 27, 4)",8
39920,"(10, 36, 47)",8
3329,"(31, 32, 41)",8
44711,"(18, 25, 34)",8
44712,"(25, 3, 34)",8
45282,"(15, 31, 46)",8
9796,"(18, 24, 7)",8
20063,"(3, 34, 44)",8
26238,"(12, 37, 39)",8
65760,"(12, 17, 49)",8
9797,"(21, 23, 24)",8
36927,"(17, 22, 4)",8
20056,"(22, 3, 41)",8
24520,"(39, 48, 6)",8
12667,"(33, 34, 46)",8
1848,"(15, 22, 33)",8
41231,"(39, 4, 42)",8
33126,"(41, 44, 8)",8
44237,"(2, 31, 47)",8
23882,"(42, 49, 5)",8
23912,"(13, 31, 4)",8
27410,"(11, 16, 39)",8
75210,"(40, 41, 46)",8
19361,"(42, 47, 9)",8
49249,"(14, 17, 40)",8
7058,"(27, 29, 33)",8
37705,"(35, 38, 41)",8
7055,"(21, 29, 33)",8
7053,"(21, 27, 29)",8
9479,"(10, 3, 7)",8
9477,"(10, 24, 7)",8
51928,"(21, 26, 6)",8
15799,"(1, 35, 8)",8
19326,"(25, 38, 4)",8
7097,"(20, 21, 25)",8
26426,"(11, 25, 31)",8
30473,"(10, 20, 49)",8
3800,"(22, 44, 49)",8
41124,"(31, 45, 6)",8
17055,"(2, 29, 5)",8
19191,"(14, 24, 25)",8
26518,"(17, 24, 44)",8
26519,"(18, 24, 44)",8
9402,"(1, 33, 45)",8
19184,"(1, 14, 24)",8
33051,"(10, 30, 32)",8
8612,"(16, 17, 37)",8
37896,"(16, 18, 34)",8
17031,"(19, 38, 48)",8
39393,"(21, 31, 42)",8
59445,"(13, 42, 45)",8
27127,"(35, 48, 6)",8
24483,"(13, 22, 7)",8
12529,"(24, 25, 26)",8
9405,"(18, 19, 8)",8
33057,"(30, 32, 44)",8
28262,"(33, 48, 49)",8
3846,"(23, 41, 45)",8
15866,"(11, 3, 45)",8
8623,"(21, 37, 48)",8
9442,"(13, 28, 3)",8
28259,"(33, 35, 46)",8
19284,"(13, 14, 49)",8
12554,"(12, 16, 47)",8
19289,"(14, 25, 4)",8
1743,"(2, 28, 8)",8
3333,"(31, 46, 49)",8
15836,"(19, 27, 48)",8
26481,"(15, 18, 49)",8
53753,"(22, 26, 7)",8
49174,"(19, 4, 45)",8
32066,"(10, 6, 9)",8
