number,date,numbers,szostka_count,szostka_value,piatka_count,piatka_value,czworka_count,czworka_value,trojka_count,trojka_value
6071,08-03-2018,"7,8,10,20,21,49",0,0.0,28,3500.0,1832,100.0,32226,10.0
6070,06-03-2018,"5,9,11,17,18,29",0,0.0,39,3500.0,2037,100.0,32224,10.0
6069,03-03-2018,"3,8,18,31,39,45",0,0.0,32,3500.0,1719,100.0,30890,10.0
6068,01-03-2018,"2,17,32,36,39,43",0,0.0,19,3500.0,1168,100.0,20832,10.0
6067,27-02-2018,"6,22,28,38,39,47",0,0.0,17,3500.0,1080,100.0,20851,10.0
6066,24-02-2018,"12,35,39,42,44,45",0,0.0,49,3500.0,2500,100.0,48163,10.0
6065,22-02-2018,"6,27,38,40,43,44",0,0.0,29,3500.0,1759,100.0,36065,10.0
6064,20-02-2018,"7,14,16,18,44,49",0,0.0,33,3500.0,1961,100.0,38164,10.0
6063,17-02-2018,"3,12,34,35,42,49",0,0.0,28,3500.0,2213,100.0,43573,10.0
6062,15-02-2018,"7,8,10,12,20,38",0,0.0,32,3500.0,1975,100.0,35757,10.0
6061,13-02-2018,"8,23,25,29,42,45",0,0.0,35,3500.0,1707,100.0,31601,10.0
6060,10-02-2018,"4,5,15,19,28,36",1,1000000.0,38,3500.0,2405,100.0,42173,10.0
6059,08-02-2018,"5,9,11,37,39,41",0,0.0,32,3500.0,1342,100.0,24968,10.0
6058,06-02-2018,"5,7,21,27,34,44",0,0.0,30,3500.0,1559,100.0,27195,10.0
6057,03-02-2018,"5,14,17,20,37,40",0,0.0,34,3500.0,1477,100.0,28347,10.0
6056,01-02-2018,"18,29,31,33,44,45",0,0.0,21,3500.0,1026,100.0,20436,10.0
6055,30-01-2018,"8,9,15,26,44,47",0,0.0,24,3500.0,1131,100.0,21841,10.0
6054,27-01-2018,"9,10,20,29,38,40",0,0.0,44,3500.0,2064,100.0,38123,10.0
6053,25-01-2018,"20,30,36,39,43,46",0,0.0,18,3500.0,1305,100.0,24800,10.0
6052,23-01-2018,"5,16,25,37,45,49",0,0.0,27,3500.0,1693,100.0,28912,10.0
6051,20-01-2018,"9,23,30,36,40,45",0,0.0,35,3500.0,1656,100.0,32264,10.0
6050,18-01-2018,"11,13,17,22,27,28",0,0.0,29,3500.0,1685,100.0,27960,10.0
6049,16-01-2018,"2,7,16,27,36,49",0,0.0,26,3500.0,1316,100.0,24489,10.0
6048,13-01-2018,"21,25,26,29,35,49",0,0.0,55,3500.0,2609,100.0,48843,10.0
6047,11-01-2018,"9,11,17,36,38,47",0,0.0,51,3500.0,2378,100.0,41797,10.0
6046,09-01-2018,"1,3,15,39,40,44",0,0.0,38,3500.0,1893,100.0,35959,10.0
6045,06-01-2018,"14,17,20,21,27,31",0,0.0,30,3500.0,1820,100.0,32121,10.0
6044,04-01-2018,"16,21,23,25,38,47",0,0.0,32,3500.0,1743,100.0,31841,10.0
6043,02-01-2018,"5,16,27,42,45,49",0,0.0,22,3500.0,1435,100.0,27112,10.0
6355,31-12-2019,"12,13,19,20,36,45",0,0.0,53,3500.0,2548,100.0,48139,10.0
6354,28-12-2019,"11,14,17,20,21,46",0,0.0,31,3500.0,1818,100.0,33097,10.0
6353,26-12-2019,"5,6,11,19,34,44",0,0.0,19,3500.0,1041,100.0,17787,10.0
6352,24-12-2019,"1,4,6,26,33,47",0,0.0,75,3500.0,3454,100.0,64882,10.0
6351,21-12-2019,"6,18,19,24,46,48",0,0.0,51,3500.0,2644,100.0,45850,10.0
6350,19-12-2019,"5,13,16,17,34,46",0,0.0,42,3500.0,1886,100.0,34059,10.0
6349,17-12-2019,"9,19,34,36,45,49",0,0.0,25,3500.0,1584,100.0,30888,10.0
6348,14-12-2019,"1,27,34,36,38,44",0,0.0,41,3500.0,1762,100.0,33999,10.0
6347,12-12-2019,"13,22,26,42,46,49",0,0.0,25,3500.0,1369,100.0,25507,10.0
6346,10-12-2019,"19,24,29,31,35,37",0,0.0,32,3500.0,1207,100.0,23489,10.0
6345,07-12-2019,"3,15,20,26,34,43",0,0.0,26,3500.0,1575,100.0,30046,10.0
6344,05-12-2019,"2,3,18,29,37,43",0,0.0,25,3500.0,1411,100.0,25319,10.0
6343,03-12-2019,"1,11,30,34,39,49",0,0.0,16,3500.0,1071,100.0,21300,10.0
6342,30-11-2019,"1,8,12,17,42,43",0,0.0,25,3500.0,1715,100.0,31656,10.0
6341,28-11-2019,"14,19,20,22,25,38",0,0.0,38,3500.0,1665,100.0,29988,10.0
6340,26-11-2019,"16,18,19,26,34,49",0,0.0,20,3500.0,1511,100.0,28489,10.0
6339,23-11-2019,"11,19,28,33,37,42",0,0.0,52,3500.0,2049,100.0,35149,10.0
6338,21-11-2019,"23,26,29,38,39,42",0,0.0,15,3500.0,1129,100.0,23189,10.0
6337,19-11-2019,"11,13,22,26,28,30",0,0.0,31,3500.0,1429,100.0,25482,10.0
6336,16-11-2019,"1,5,7,8,12,42",0,0.0,61,3500.0,2579,100.0,40331,10.0
6335,14-11-2019,"5,11,15,17,27,44",0,0.0,35,3500.0,2225,100.0,39474,10.0
6334,12-11-2019,"2,36,39,42,43,49",0,0.0,14,3500.0,1178,100.0,22142,10.0
6333,09-11-2019,"5,18,23,26,42,44",0,0.0,44,3500.0,2376,100.0,42142,10.0
6332,07-11-2019,"10,25,26,29,32,48",0,0.0,24,3500.0,1489,100.0,27152,10.0
6331,05-11-2019,"11,19,35,38,40,45",0,0.0,27,3500.0,1220,100.0,24153,10.0
6330,02-11-2019,"7,23,26,41,45,46",0,0.0,21,3500.0,1213,100.0,23745,10.0
6329,31-10-2019,"4,17,35,42,47,48",0,0.0,25,3500.0,1358,100.0,24820,10.0
6328,29-10-2019,"2,12,14,17,40,47",0,0.0,15,3500.0,1080,100.0,21328,10.0
6327,26-10-2019,"8,20,24,34,35,48",0,0.0,19,3500.0,1478,100.0,30286,10.0
6326,24-10-2019,"6,10,12,26,43,44",0,0.0,24,3500.0,1256,100.0,23581,10.0
6325,22-10-2019,"1,16,19,22,40,48",0,0.0,19,3500.0,1057,100.0,21321,10.0
6324,19-10-2019,"19,20,36,37,40,46",0,0.0,33,3500.0,1943,100.0,36283,10.0
6323,17-10-2019,"22,25,28,32,38,47",0,0.0,26,3500.0,1625,100.0,28593,10.0
6322,15-10-2019,"5,16,21,27,31,38",0,0.0,23,3500.0,1585,100.0,29072,10.0
6321,12-10-2019,"7,17,18,20,21,42",0,0.0,42,3500.0,2124,100.0,40263,10.0
6320,10-10-2019,"24,27,30,32,34,37",0,0.0,21,3500.0,1193,100.0,23376,10.0
6319,08-10-2019,"2,13,15,44,45,48",0,0.0,17,3500.0,1041,100.0,20777,10.0
6318,05-10-2019,"10,15,16,30,39,48",0,0.0,20,3500.0,1352,100.0,26883,10.0
6317,03-10-2019,"3,5,7,17,21,41",1,1000000.0,121,3500.0,3107,100.0,40613,10.0
6316,01-10-2019,"2,3,33,38,40,44",0,0.0,20,3500.0,1339,100.0,26818,10.0
6315,28-09-2019,"3,13,33,36,38,41",0,0.0,49,3500.0,2026,100.0,36454,10.0
6314,26-09-2019,"6,7,14,19,37,44",0,0.0,26,3500.0,1574,100.0,27914,10.0
6313,24-09-2019,"16,18,26,29,34,45",0,0.0,14,3500.0,1117,100.0,21927,10.0
6312,21-09-2019,"2,19,24,35,43,47",1,1000000.0,28,3500.0,1619,100.0,30613,10.0
6311,19-09-2019,"9,27,31,34,45,46",0,0.0,38,3500.0,1846,100.0,34276,10.0
6310,17-09-2019,"8,27,37,39,44,49",0,0.0,26,3500.0,1696,100.0,30865,10.0
6309,14-09-2019,"4,7,24,42,43,47",0,0.0,46,3500.0,2350,100.0,43411,10.0
6308,12-09-2019,"8,10,14,22,31,38",0,0.0,23,3500.0,1635,100.0,29245,10.0
6307,10-09-2019,"15,19,24,26,41,47",0,0.0,29,3500.0,1438,100.0,26771,10.0
6306,07-09-2019,"9,18,22,28,30,39",0,0.0,26,3500.0,1788,100.0,33944,10.0
6305,05-09-2019,"2,9,36,43,44,47",0,0.0,17,3500.0,1116,100.0,21303,10.0
6304,03-09-2019,"4,5,6,7,21,45",0,0.0,21,3500.0,1524,100.0,28290,10.0
6303,31-08-2019,"1,18,29,42,45,47",0,0.0,31,3500.0,2009,100.0,39302,10.0
6302,29-08-2019,"19,30,40,41,44,45",0,0.0,24,3500.0,1243,100.0,24728,10.0
6301,27-08-2019,"17,27,28,31,35,47",0,0.0,26,3500.0,1507,100.0,29027,10.0
6300,24-08-2019,"4,9,19,20,22,25",1,1000000.0,51,3500.0,2517,100.0,43140,10.0
6299,22-08-2019,"3,10,16,19,34,42",0,0.0,31,3500.0,1557,100.0,27744,10.0
6298,20-08-2019,"14,24,27,28,32,45",0,0.0,20,3500.0,1341,100.0,24781,10.0
6297,17-08-2019,"6,19,25,27,34,40",0,0.0,40,3500.0,1839,100.0,33464,10.0
6296,15-08-2019,"9,14,21,24,40,48",0,0.0,23,3500.0,1465,100.0,29892,10.0
6295,13-08-2019,"3,5,8,32,37,49",0,0.0,48,3500.0,2328,100.0,41143,10.0
6294,10-08-2019,"8,14,19,36,44,47",0,0.0,38,3500.0,2267,100.0,41589,10.0
6293,08-08-2019,"7,18,30,39,45,48",1,1000000.0,23,3500.0,1325,100.0,26731,10.0
6292,06-08-2019,"3,4,24,39,40,43",0,0.0,20,3500.0,1280,100.0,26015,10.0
6291,03-08-2019,"17,19,20,32,37,45",0,0.0,28,3500.0,1825,100.0,31116,10.0
6290,01-08-2019,"7,11,12,15,25,37",0,0.0,29,3500.0,1584,100.0,27933,10.0
6289,30-07-2019,"3,5,7,13,17,21",4,1000000.0,237,3500.0,3809,100.0,36571,10.0
6288,27-07-2019,"5,16,29,33,37,43",1,1000000.0,30,3500.0,1483,100.0,29102,10.0
6287,25-07-2019,"1,5,17,19,40,48",0,0.0,26,3500.0,1332,100.0,24025,10.0
6286,23-07-2019,"1,7,8,11,38,49",1,1000000.0,18,3500.0,1403,100.0,26267,10.0
6285,20-07-2019,"6,20,22,23,42,49",0,0.0,40,3500.0,2249,100.0,42997,10.0
6284,18-07-2019,"15,25,37,43,44,48",0,0.0,35,3500.0,1706,100.0,31716,10.0
6283,16-07-2019,"4,8,28,39,41,46",1,1000000.0,39,3500.0,1732,100.0,31165,10.0
6282,13-07-2019,"3,16,18,25,27,49",0,0.0,45,3500.0,2318,100.0,41633,10.0
6281,11-07-2019,"2,11,19,25,31,44",1,1000000.0,43,3500.0,1716,100.0,29825,10.0
6280,09-07-2019,"10,27,32,34,41,48",0,0.0,26,3500.0,1240,100.0,22817,10.0
6279,06-07-2019,"3,13,20,32,39,42",0,0.0,27,3500.0,1558,100.0,30329,10.0
6278,04-07-2019,"7,20,26,33,37,48",0,0.0,23,3500.0,1210,100.0,21361,10.0
6277,02-07-2019,"6,8,29,30,33,47",0,0.0,23,3500.0,1364,100.0,24942,10.0
6276,29-06-2019,"17,21,37,38,42,49",0,0.0,29,3500.0,1628,100.0,29461,10.0
6275,27-06-2019,"13,17,22,23,24,29",0,0.0,21,3500.0,1394,100.0,25191,10.0
6274,25-06-2019,"18,26,28,32,45,47",0,0.0,34,3500.0,2028,100.0,36220,10.0
6273,22-06-2019,"1,4,6,10,24,30",0,0.0,91,3500.0,3434,100.0,53036,10.0
6272,20-06-2019,"4,14,15,18,39,45",0,0.0,15,3500.0,1319,100.0,25912,10.0
6271,18-06-2019,"1,3,21,36,42,49",0,0.0,41,3500.0,1952,100.0,34678,10.0
6270,15-06-2019,"3,12,19,22,28,33",1,1000000.0,41,3500.0,2413,100.0,43535,10.0
6269,13-06-2019,"3,12,23,43,45,47",0,0.0,31,3500.0,1433,100.0,27780,10.0
6268,11-06-2019,"3,13,17,28,42,49",0,0.0,30,3500.0,1561,100.0,29471,10.0
6267,08-06-2019,"1,3,17,26,35,48",0,0.0,26,3500.0,1754,100.0,32794,10.0
6266,06-06-2019,"2,25,31,34,43,44",0,0.0,11,3500.0,1028,100.0,19432,10.0
6265,04-06-2019,"4,5,6,34,44,49",0,0.0,21,3500.0,1133,100.0,22284,10.0
6264,01-06-2019,"3,5,9,30,36,39",0,0.0,41,3500.0,2158,100.0,39710,10.0
6263,30-05-2019,"9,17,18,33,36,46",1,1000000.0,44,3500.0,1472,100.0,27814,10.0
6262,28-05-2019,"10,12,18,28,40,45",0,0.0,35,3500.0,1213,100.0,23654,10.0
6261,25-05-2019,"5,20,26,37,39,49",0,0.0,28,3500.0,1523,100.0,28726,10.0
6260,23-05-2019,"17,18,25,29,32,41",0,0.0,42,3500.0,2670,100.0,48565,10.0
6259,21-05-2019,"3,9,10,25,26,40",0,0.0,38,3500.0,2544,100.0,47332,10.0
6258,18-05-2019,"13,19,24,31,37,46",0,0.0,57,3500.0,2883,100.0,50173,10.0
6257,16-05-2019,"3,10,11,22,30,39",0,0.0,37,3500.0,2166,100.0,39643,10.0
6256,14-05-2019,"2,8,18,20,25,37",0,0.0,41,3500.0,2275,100.0,39503,10.0
6255,11-05-2019,"2,16,17,29,31,47",0,0.0,36,3500.0,2281,100.0,42586,10.0
6254,09-05-2019,"1,10,20,21,24,42",0,0.0,32,3500.0,1576,100.0,29034,10.0
6253,07-05-2019,"7,16,19,21,36,44",0,0.0,35,3500.0,1675,100.0,30227,10.0
6252,04-05-2019,"8,25,27,40,41,46",0,0.0,17,3500.0,1224,100.0,24393,10.0
6251,02-05-2019,"3,21,22,23,31,32",0,0.0,26,3500.0,1184,100.0,22196,10.0
6250,30-04-2019,"25,28,33,34,45,46",0,0.0,22,3500.0,1339,100.0,24793,10.0
6249,27-04-2019,"1,2,19,26,29,31",0,0.0,29,3500.0,1823,100.0,32451,10.0
6248,25-04-2019,"8,10,32,34,35,49",0,0.0,18,3500.0,1048,100.0,20303,10.0
6247,23-04-2019,"9,11,30,32,33,36",0,0.0,16,3500.0,918,100.0,17449,10.0
6246,20-04-2019,"1,18,19,22,39,40",0,0.0,57,3500.0,2812,100.0,50169,10.0
6245,18-04-2019,"8,13,19,37,40,45",0,0.0,41,3500.0,2256,100.0,43008,10.0
6244,16-04-2019,"14,22,26,31,37,42",0,0.0,49,3500.0,2136,100.0,39388,10.0
6243,13-04-2019,"24,25,26,29,36,40",0,0.0,37,3500.0,2098,100.0,42363,10.0
6242,11-04-2019,"2,16,24,40,44,45",0,0.0,26,3500.0,1577,100.0,31186,10.0
6241,09-04-2019,"16,20,22,27,43,47",0,0.0,33,3500.0,1450,100.0,27176,10.0
6240,06-04-2019,"2,3,7,25,32,35",0,0.0,34,3500.0,2173,100.0,40911,10.0
6239,04-04-2019,"2,3,15,28,29,38",0,0.0,16,3500.0,1327,100.0,25997,10.0
6238,02-04-2019,"1,19,27,34,44,46",0,0.0,21,3500.0,1232,100.0,23866,10.0
6237,30-03-2019,"6,8,17,31,34,46",0,0.0,31,3500.0,1562,100.0,30058,10.0
6236,28-03-2019,"12,16,20,21,31,39",1,1000000.0,22,3500.0,988,100.0,20629,10.0
6235,26-03-2019,"5,6,13,24,26,40",0,0.0,29,3500.0,1645,100.0,30953,10.0
6234,23-03-2019,"9,14,25,36,40,47",0,0.0,46,3500.0,1750,100.0,30942,10.0
6233,21-03-2019,"1,4,5,9,48,49",2,1000000.0,73,3500.0,2049,100.0,28014,10.0
6232,19-03-2019,"8,18,22,25,28,29",1,1000000.0,22,3500.0,1289,100.0,24630,10.0
6231,16-03-2019,"14,16,33,39,42,45",0,0.0,26,3500.0,1697,100.0,29987,10.0
6230,14-03-2019,"2,6,14,18,25,43",0,0.0,49,3500.0,1659,100.0,26276,10.0
6229,12-03-2019,"1,12,15,25,36,44",0,0.0,37,3500.0,2145,100.0,37888,10.0
6228,09-03-2019,"3,7,10,23,24,37",0,0.0,62,3500.0,3099,100.0,48949,10.0
6227,07-03-2019,"11,14,18,22,24,35",0,0.0,37,3500.0,1666,100.0,29714,10.0
6226,05-03-2019,"4,6,18,25,43,49",0,0.0,29,3500.0,1564,100.0,28256,10.0
6225,02-03-2019,"3,6,43,45,47,49",1,1000000.0,25,3500.0,1707,100.0,30845,10.0
6224,28-02-2019,"2,4,8,27,42,45",0,0.0,24,3500.0,1396,100.0,25212,10.0
6223,26-02-2019,"13,14,27,28,33,44",0,0.0,21,3500.0,1379,100.0,24226,10.0
6222,23-02-2019,"1,4,6,18,44,46",1,1000000.0,43,3500.0,1702,100.0,30695,10.0
6221,21-02-2019,"6,23,30,40,42,44",0,0.0,15,3500.0,1220,100.0,22965,10.0
6220,19-02-2019,"3,16,19,30,39,40",0,0.0,22,3500.0,1158,100.0,22597,10.0
6219,16-02-2019,"11,21,33,34,40,49",0,0.0,26,3500.0,1405,100.0,26663,10.0
6218,14-02-2019,"20,23,30,35,38,39",0,0.0,18,3500.0,1370,100.0,26212,10.0
6217,12-02-2019,"4,5,16,41,47,49",1,1000000.0,11,3500.0,1260,100.0,25512,10.0
6216,09-02-2019,"6,15,16,30,40,46",1,1000000.0,39,3500.0,1592,100.0,30593,10.0
6215,07-02-2019,"3,10,38,42,44,45",0,0.0,13,3500.0,994,100.0,20072,10.0
6214,05-02-2019,"4,18,24,25,26,42",0,0.0,33,3500.0,1361,100.0,24007,10.0
6213,02-02-2019,"7,10,26,30,37,40",0,0.0,47,3500.0,1893,100.0,36288,10.0
6212,31-01-2019,"1,9,10,23,31,43",0,0.0,25,3500.0,1479,100.0,27689,10.0
6211,29-01-2019,"17,18,29,31,34,35",0,0.0,24,3500.0,1251,100.0,23450,10.0
6210,26-01-2019,"3,8,18,21,29,47",0,0.0,31,3500.0,1787,100.0,32393,10.0
6209,24-01-2019,"1,12,21,27,30,33",0,0.0,9,3500.0,1330,100.0,23628,10.0
6208,22-01-2019,"13,21,31,33,38,49",0,0.0,19,3500.0,1455,100.0,25697,10.0
6207,19-01-2019,"3,4,7,25,30,37",0,0.0,31,3500.0,2184,100.0,36296,10.0
6206,17-01-2019,"2,11,18,20,28,36",1,1000000.0,27,3500.0,1263,100.0,23083,10.0
6205,15-01-2019,"8,26,28,31,37,42",0,0.0,19,3500.0,1443,100.0,26837,10.0
6204,12-01-2019,"10,17,20,21,23,43",0,0.0,31,3500.0,1893,100.0,36169,10.0
6203,10-01-2019,"5,12,19,23,28,32",0,0.0,49,3500.0,1890,100.0,31630,10.0
6202,08-01-2019,"9,16,19,22,40,44",1,1000000.0,12,3500.0,1269,100.0,22874,10.0
6201,05-01-2019,"1,2,11,22,29,41",0,0.0,24,3500.0,1720,100.0,30605,10.0
6200,03-01-2019,"13,17,29,30,37,46",0,0.0,45,3500.0,1964,100.0,34810,10.0
6199,01-01-2019,"7,12,22,25,36,45",1,1000000.0,53,3500.0,2483,100.0,46507,10.0
6512,31-12-2020,"3,29,31,36,37,39",0,0.0,47,3500.0,2620,100.0,49025,10.0
6511,29-12-2020,"4,27,29,31,39,49",0,0.0,22,3500.0,1512,100.0,27630,10.0
6510,26-12-2020,"5,9,11,27,33,41",1,1000000.0,24,3500.0,1199,100.0,21243,10.0
6509,24-12-2020,"8,16,28,30,32,48",0,0.0,51,3500.0,3067,100.0,52023,10.0
6508,22-12-2020,"8,13,17,31,33,46",0,0.0,44,3500.0,2166,100.0,36880,10.0
6507,19-12-2020,"3,16,32,35,36,38",0,0.0,37,3500.0,1877,100.0,34483,10.0
6506,17-12-2020,"2,3,5,12,40,47",1,1000000.0,29,3500.0,1542,100.0,29496,10.0
6505,15-12-2020,"1,3,11,12,35,45",0,0.0,27,3500.0,1389,100.0,26761,10.0
6504,12-12-2020,"5,12,13,37,40,41",0,0.0,28,3500.0,1841,100.0,34669,10.0
6503,10-12-2020,"6,9,23,24,28,29",0,0.0,24,3500.0,1655,100.0,28976,10.0
6502,08-12-2020,"1,3,18,29,34,40",0,0.0,11,3500.0,1143,100.0,23098,10.0
6501,05-12-2020,"3,12,17,23,25,30",0,0.0,61,3500.0,2429,100.0,38932,10.0
6500,03-12-2020,"1,20,27,44,45,46",1,1000000.0,22,3500.0,1014,100.0,20170,10.0
6499,01-12-2020,"9,22,24,27,29,37",0,0.0,28,3500.0,1701,100.0,31932,10.0
6498,28-11-2020,"3,9,12,23,33,39",0,0.0,69,3500.0,2506,100.0,40965,10.0
6497,26-11-2020,"7,12,23,27,35,40",0,0.0,38,3500.0,1534,100.0,27121,10.0
6496,24-11-2020,"5,6,9,27,34,37",0,0.0,27,3500.0,1328,100.0,25405,10.0
6495,21-11-2020,"27,28,32,35,40,49",1,1000000.0,18,3500.0,1341,100.0,25895,10.0
6494,19-11-2020,"16,38,39,40,45,47",0,0.0,17,3500.0,1097,100.0,20651,10.0
6493,17-11-2020,"4,5,13,17,26,30",0,0.0,43,3500.0,1677,100.0,28368,10.0
6492,14-11-2020,"7,8,11,25,40,49",0,0.0,23,3500.0,1803,100.0,35076,10.0
6491,12-11-2020,"8,24,35,38,44,46",0,0.0,20,3500.0,1026,100.0,18462,10.0
6490,10-11-2020,"3,5,16,25,31,39",0,0.0,40,3500.0,1870,100.0,33681,10.0
6489,07-11-2020,"4,10,13,30,43,49",0,0.0,36,3500.0,1749,100.0,33564,10.0
6488,05-11-2020,"3,17,36,41,43,47",0,0.0,22,3500.0,1345,100.0,24358,10.0
6487,03-11-2020,"5,17,25,26,31,36",0,0.0,18,3500.0,1309,100.0,24861,10.0
6486,31-10-2020,"10,15,25,32,39,43",0,0.0,24,3500.0,1499,100.0,28515,10.0
6485,29-10-2020,"21,25,34,43,44,47",0,0.0,21,3500.0,1007,100.0,19542,10.0
6484,27-10-2020,"2,10,30,32,40,43",1,1000000.0,16,3500.0,1103,100.0,20531,10.0
6483,24-10-2020,"7,12,32,46,47,48",0,0.0,20,3500.0,1470,100.0,28963,10.0
6482,22-10-2020,"2,24,33,47,48,49",0,0.0,21,3500.0,1149,100.0,20744,10.0
6481,20-10-2020,"15,17,19,21,22,44",0,0.0,23,3500.0,1246,100.0,23927,10.0
6480,17-10-2020,"8,12,28,29,34,36",0,0.0,34,3500.0,1654,100.0,30754,10.0
6479,15-10-2020,"25,31,39,46,48,49",0,0.0,20,3500.0,1030,100.0,19791,10.0
6478,13-10-2020,"4,7,10,17,32,38",0,0.0,29,3500.0,1607,100.0,29962,10.0
6477,10-10-2020,"2,10,14,16,22,31",0,0.0,49,3500.0,2232,100.0,36635,10.0
6476,08-10-2020,"1,15,21,38,46,48",0,0.0,16,3500.0,1113,100.0,21949,10.0
6475,06-10-2020,"2,14,17,18,20,30",0,0.0,29,3500.0,1315,100.0,22954,10.0
6474,03-10-2020,"4,14,27,31,45,46",0,0.0,40,3500.0,2240,100.0,42259,10.0
6473,01-10-2020,"2,13,22,24,25,36",0,0.0,19,3500.0,1918,100.0,34309,10.0
6472,29-09-2020,"12,20,24,31,33,45",0,0.0,26,3500.0,1633,100.0,28614,10.0
6471,26-09-2020,"12,27,31,38,39,46",0,0.0,50,3500.0,1750,100.0,33671,10.0
6470,24-09-2020,"16,18,19,23,25,27",0,0.0,34,3500.0,1593,100.0,27103,10.0
6469,22-09-2020,"10,22,30,36,40,46",0,0.0,19,3500.0,1138,100.0,21198,10.0
6468,19-09-2020,"4,23,24,30,31,39",0,0.0,18,3500.0,1504,100.0,28679,10.0
6467,17-09-2020,"1,6,7,10,33,44",0,0.0,26,3500.0,1797,100.0,30096,10.0
6466,15-09-2020,"3,13,14,16,30,44",0,0.0,29,3500.0,1252,100.0,23996,10.0
6465,12-09-2020,"2,20,27,29,33,45",0,0.0,33,3500.0,1608,100.0,28820,10.0
6464,10-09-2020,"7,8,13,20,28,33",0,0.0,48,3500.0,1886,100.0,32622,10.0
6463,08-09-2020,"3,7,15,29,30,49",0,0.0,30,3500.0,1775,100.0,29511,10.0
6462,05-09-2020,"9,32,37,39,46,49",0,0.0,27,3500.0,1584,100.0,28839,10.0
6461,03-09-2020,"4,6,14,16,25,27",0,0.0,39,3500.0,1636,100.0,27459,10.0
6460,01-09-2020,"21,22,25,30,43,47",0,0.0,36,3500.0,1574,100.0,31038,10.0
6459,29-08-2020,"2,3,18,24,32,33",0,0.0,37,3500.0,2099,100.0,39999,10.0
6458,27-08-2020,"17,18,25,27,29,46",0,0.0,28,3500.0,1572,100.0,28925,10.0
6457,25-08-2020,"20,23,36,39,47,48",0,0.0,17,3500.0,1351,100.0,24664,10.0
6456,22-08-2020,"8,23,32,34,47,49",0,0.0,36,3500.0,1698,100.0,31491,10.0
6455,20-08-2020,"6,12,13,20,27,31",0,0.0,34,3500.0,1566,100.0,27116,10.0
6454,18-08-2020,"15,19,28,31,46,48",0,0.0,21,3500.0,1192,100.0,21652,10.0
6453,15-08-2020,"4,6,26,27,30,39",0,0.0,41,3500.0,1783,100.0,34343,10.0
6452,13-08-2020,"9,14,28,31,34,41",0,0.0,43,3500.0,1812,100.0,33181,10.0
6451,11-08-2020,"4,13,21,23,31,44",2,1000000.0,46,3500.0,2021,100.0,35630,10.0
6450,08-08-2020,"4,6,7,14,28,29",0,0.0,51,3500.0,2539,100.0,43123,10.0
6449,06-08-2020,"11,16,17,20,31,39",0,0.0,31,3500.0,1442,100.0,27105,10.0
6448,04-08-2020,"3,10,17,20,35,37",0,0.0,20,3500.0,1538,100.0,27335,10.0
6447,01-08-2020,"10,34,39,40,46,49",0,0.0,27,3500.0,1506,100.0,28530,10.0
6446,30-07-2020,"10,16,19,26,36,49",0,0.0,29,3500.0,1173,100.0,23235,10.0
6445,28-07-2020,"11,14,23,25,34,43",0,0.0,35,3500.0,1355,100.0,22854,10.0
6444,25-07-2020,"7,10,13,38,41,42",0,0.0,30,3500.0,2229,100.0,41463,10.0
6443,23-07-2020,"10,18,29,39,40,41",0,0.0,26,3500.0,1281,100.0,25466,10.0
6442,21-07-2020,"2,8,12,24,28,35",0,0.0,35,3500.0,2132,100.0,33680,10.0
6441,18-07-2020,"7,19,24,35,37,41",0,0.0,43,3500.0,2009,100.0,35597,10.0
6440,16-07-2020,"2,10,13,33,39,42",0,0.0,20,3500.0,1313,100.0,25025,10.0
6439,14-07-2020,"30,33,34,35,36,47",0,0.0,28,3500.0,1114,100.0,20150,10.0
6438,11-07-2020,"1,3,13,15,21,45",0,0.0,56,3500.0,2220,100.0,36324,10.0
6437,09-07-2020,"18,21,24,27,29,35",0,0.0,27,3500.0,1613,100.0,26584,10.0
6436,07-07-2020,"15,16,30,38,45,49",0,0.0,29,3500.0,1304,100.0,22753,10.0
6435,04-07-2020,"14,21,27,30,41,45",0,0.0,23,3500.0,1417,100.0,27199,10.0
6434,02-07-2020,"1,27,28,30,35,38",0,0.0,16,3500.0,922,100.0,19708,10.0
6433,30-06-2020,"5,8,10,15,30,37",2,1000000.0,33,3500.0,2178,100.0,32074,10.0
6432,27-06-2020,"14,19,27,31,35,38",0,0.0,44,3500.0,1882,100.0,34044,10.0
6431,25-06-2020,"14,18,20,26,29,42",0,0.0,23,3500.0,1204,100.0,23398,10.0
6430,23-06-2020,"13,20,22,31,38,49",0,0.0,22,3500.0,1255,100.0,23320,10.0
6429,20-06-2020,"13,14,16,23,25,44",0,0.0,37,3500.0,1599,100.0,31023,10.0
6428,18-06-2020,"5,18,27,40,45,48",2,1000000.0,38,3500.0,1195,100.0,20985,10.0
6427,16-06-2020,"3,27,28,40,45,49",0,0.0,24,3500.0,1293,100.0,24780,10.0
6426,13-06-2020,"16,18,25,31,35,42",0,0.0,29,3500.0,1560,100.0,28649,10.0
6425,11-06-2020,"16,30,31,32,33,47",0,0.0,18,3500.0,921,100.0,17588,10.0
6424,09-06-2020,"9,11,36,39,40,44",0,0.0,16,3500.0,1152,100.0,21108,10.0
6423,06-06-2020,"1,6,23,42,44,46",0,0.0,49,3500.0,2178,100.0,36653,10.0
6422,04-06-2020,"2,10,14,17,22,37",1,1000000.0,41,3500.0,1656,100.0,28747,10.0
