292,"(29, 6)",39
1562,"(17, 29)",38
4753,"(38, 40)",38
2388,"(39, 49)",38
790,"(12, 8)",37
71,"(43, 44)",37
7024,"(39, 8)",37
118,"(10, 44)",36
70,"(40, 44)",36
6,"(26, 42)",36
1152,"(16, 30)",36
3451,"(13, 17)",36
66,"(19, 40)",36
10450,"(18, 29)",35
3221,"(28, 39)",35
4509,"(3, 39)",35
1311,"(23, 39)",34
2180,"(14, 44)",34
3268,"(16, 39)",34
1153,"(16, 34)",34
741,"(20, 40)",34
1877,"(17, 3)",33
2386,"(39, 4)",33
2335,"(36, 47)",33
6358,"(16, 49)",33
2288,"(17, 40)",33
1318,"(44, 6)",33
3755,"(21, 3)",33
1673,"(34, 44)",33
4370,"(17, 31)",32
1613,"(1, 20)",32
1986,"(10, 16)",32
3452,"(13, 33)",32
2088,"(38, 39)",32
2233,"(11, 22)",32
2086,"(27, 45)",32
623,"(25, 39)",32
4175,"(22, 25)",32
1051,"(22, 8)",32
117,"(10, 38)",32
1003,"(25, 29)",32
789,"(12, 47)",32
5543,"(13, 23)",32
1773,"(13, 3)",32
352,"(40, 9)",32
2179,"(14, 4)",32
7914,"(24, 29)",32
2794,"(30, 39)",32
3600,"(17, 25)",31
1314,"(27, 44)",31
11392,"(26, 44)",31
2982,"(40, 8)",31
402,"(23, 32)",31
3267,"(16, 38)",31
4129,"(48, 49)",31
3219,"(18, 39)",31
2786,"(10, 39)",31
2630,"(2, 38)",31
2734,"(10, 40)",31
3853,"(29, 8)",31
0,"(24, 26)",31
14742,"(13, 38)",31
953,"(35, 45)",31
6146,"(23, 42)",31
171,"(11, 20)",31
1054,"(35, 8)",31
11167,"(34, 49)",31
1828,"(20, 23)",31
5679,"(45, 47)",31
63,"(18, 40)",31
2282,"(15, 17)",31
293,"(3, 40)",31
947,"(22, 37)",31
1666,"(17, 34)",31
288,"(14, 6)",31
3026,"(15, 43)",30
2437,"(25, 8)",30
69,"(40, 43)",30
1463,"(23, 30)",30
2892,"(16, 45)",30
1519,"(4, 49)",30
68,"(19, 44)",30
742,"(28, 40)",30
2339,"(43, 47)",30
2585,"(39, 46)",30
61,"(1, 44)",30
1725,"(27, 34)",30
3215,"(10, 20)",30
5634,"(22, 26)",30
6100,"(22, 44)",30
1729,"(34, 40)",30
11539,"(16, 21)",30
627,"(36, 39)",30
2634,"(20, 39)",30
7308,"(6, 9)",30
3751,"(14, 25)",30
3362,"(13, 20)",30
466,"(27, 38)",30
9141,"(10, 37)",30
3506,"(30, 35)",30
8634,"(13, 40)",30
3512,"(4, 6)",30
126,"(23, 38)",30
1674,"(34, 8)",30
4074,"(13, 27)",30
1671,"(2, 44)",30
124,"(21, 38)",30
7,"(26, 43)",30
1987,"(10, 24)",30
1829,"(20, 37)",30
10025,"(44, 7)",29
4465,"(30, 40)",29
5018,"(32, 47)",29
2632,"(20, 22)",29
464,"(26, 38)",29
517,"(35, 49)",29
1672,"(2, 8)",29
1676,"(44, 8)",29
1667,"(17, 35)",29
1047,"(10, 22)",29
1567,"(29, 41)",29
1466,"(28, 29)",29
1515,"(36, 44)",29
1513,"(18, 49)",29
7140,"(26, 37)",29
3459,"(17, 6)",29
576,"(29, 37)",29
4276,"(18, 22)",29
1000,"(2, 29)",29
631,"(39, 40)",29
5680,"(7, 8)",29
3805,"(15, 3)",29
2785,"(10, 30)",29
1781,"(3, 36)",29
8431,"(24, 30)",29
2536,"(1, 9)",29
3220,"(20, 33)",29
837,"(12, 44)",29
176,"(20, 29)",29
4173,"(16, 25)",29
6272,"(33, 36)",29
3654,"(32, 43)",29
1991,"(13, 26)",29
6858,"(13, 44)",28
5150,"(2, 40)",28
401,"(23, 28)",28
2234,"(11, 28)",28
2889,"(12, 45)",28
1782,"(3, 8)",28
3760,"(3, 49)",28
2140,"(40, 7)",28
2981,"(20, 8)",28
3073,"(19, 25)",28
5410,"(18, 3)",28
1371,"(35, 43)",28
737,"(12, 43)",28
1724,"(18, 34)",28
2290,"(23, 40)",28
2741,"(41, 5)",28
5017,"(29, 33)",28
2737,"(11, 40)",28
8114,"(15, 6)",28
3507,"(30, 4)",28
119,"(11, 21)",28
4080,"(27, 32)",28
346,"(32, 48)",28
4228,"(26, 8)",28
236,"(21, 49)",28
1721,"(16, 40)",28
2090,"(38, 5)",28
2390,"(4, 5)",28
172,"(11, 29)",28
2237,"(13, 22)",28
1213,"(32, 41)",28
4227,"(2, 32)",28
9898,"(17, 47)",28
678,"(10, 2)",28
3271,"(41, 46)",28
4751,"(3, 44)",28
1367,"(34, 35)",28
228,"(20, 21)",28
183,"(42, 47)",28
1873,"(16, 17)",28
65,"(18, 44)",28
3505,"(29, 4)",28
5591,"(18, 35)",28
1936,"(38, 8)",28
6815,"(16, 4)",28
1309,"(21, 6)",28
181,"(29, 47)",28
512,"(24, 46)",28
3366,"(47, 6)",28
1312,"(23, 6)",28
1665,"(17, 2)",28
622,"(25, 36)",28
7466,"(21, 24)",28
297,"(43, 6)",28
3454,"(14, 17)",28
2387,"(39, 43)",28
1615,"(1, 38)",28
1669,"(17, 8)",28
459,"(25, 27)",28
3316,"(34, 45)",28
1874,"(16, 2)",27
1932,"(31, 38)",27
1988,"(10, 26)",27
128,"(38, 44)",27
127,"(23, 44)",27
3756,"(21, 30)",27
510,"(24, 35)",27
8353,"(18, 25)",27
454,"(12, 26)",27
7222,"(15, 28)",27
1004,"(25, 43)",27
11985,"(44, 5)",27
5770,"(12, 17)",27
3365,"(18, 6)",27
843,"(41, 44)",27
840,"(15, 44)",27
2084,"(11, 39)",27
3706,"(34, 47)",27
8794,"(49, 8)",27
4028,"(12, 24)",27
1049,"(10, 35)",27
9745,"(13, 42)",27
4124,"(23, 45)",27
3557,"(27, 35)",27
7989,"(3, 47)",27
4629,"(12, 32)",27
998,"(12, 6)",27
1260,"(16, 27)",27
4180,"(34, 39)",27
233,"(21, 27)",27
4272,"(17, 21)",27
523,"(49, 9)",27
239,"(27, 49)",27
997,"(12, 2)",27
3806,"(15, 35)",27
8594,"(30, 8)",27
1985,"(10, 13)",27
681,"(10, 42)",27
2440,"(37, 8)",27
691,"(33, 47)",27
3510,"(35, 4)",27
4968,"(12, 34)",27
2685,"(11, 35)",27
2790,"(26, 39)",27
1310,"(23, 27)",27
3509,"(34, 6)",27
4371,"(30, 31)",27
1571,"(45, 7)",27
4421,"(39, 9)",27
5014,"(21, 29)",27
2289,"(17, 9)",27
893,"(22, 9)",27
1050,"(12, 35)",27
2291,"(23, 9)",27
894,"(27, 46)",27
6359,"(2, 49)",27
1262,"(16, 7)",27
793,"(47, 8)",27
9943,"(26, 5)",27
57,"(1, 18)",27
5148,"(17, 42)",27
786,"(10, 8)",27
5636,"(26, 6)",27
4841,"(15, 25)",27
1512,"(18, 4)",27
4879,"(32, 35)",27
2637,"(22, 39)",27
2638,"(36, 38)",27
343,"(18, 9)",27
2629,"(2, 36)",27
2891,"(16, 44)",27
734,"(12, 20)",27
2793,"(29, 46)",27
5241,"(42, 44)",27
5281,"(21, 34)",27
467,"(3, 38)",27
5282,"(21, 40)",27
10105,"(26, 35)",26
633,"(39, 48)",26
234,"(21, 31)",26
632,"(39, 41)",26
1217,"(44, 45)",26
1313,"(27, 39)",26
2041,"(35, 38)",26
628,"(36, 40)",26
2385,"(37, 5)",26
4418,"(15, 39)",26
3457,"(16, 6)",26
511,"(24, 40)",26
4278,"(21, 4)",26
284,"(14, 29)",26
7224,"(17, 46)",26
7266,"(18, 2)",26
4466,"(40, 45)",26
