2441,"(12, 18)",82
2144,"(21, 27)",82
1950,"(23, 8)",82
160,"(7, 9)",82
2493,"(23, 29)",82
1265,"(17, 41)",82
2254,"(4, 8)",82
1625,"(17, 37)",82
1228,"(37, 41)",82
3053,"(21, 5)",82
940,"(34, 41)",81
2050,"(36, 4)",81
614,"(25, 29)",81
8,"(37, 9)",81
1575,"(22, 30)",81
2615,"(11, 5)",81
2494,"(29, 31)",81
3802,"(6, 7)",81
1044,"(1, 37)",81
209,"(22, 29)",81
2527,"(1, 9)",81
329,"(26, 31)",81
2689,"(4, 41)",81
53,"(16, 41)",81
399,"(19, 34)",81
284,"(16, 21)",81
571,"(31, 4)",81
1400,"(32, 4)",81
543,"(15, 30)",81
1905,"(17, 35)",81
2185,"(15, 3)",81
3347,"(22, 36)",81
261,"(33, 7)",81
3314,"(19, 7)",81
4721,"(12, 28)",81
920,"(21, 7)",80
2667,"(14, 34)",80
2426,"(28, 3)",80
3393,"(16, 29)",80
327,"(15, 31)",80
3215,"(12, 2)",80
868,"(13, 32)",80
1439,"(16, 4)",80
1747,"(21, 29)",80
380,"(34, 36)",80
1751,"(30, 41)",80
3685,"(36, 37)",80
397,"(19, 31)",80
1587,"(20, 33)",80
259,"(31, 33)",80
4243,"(10, 41)",80
638,"(10, 35)",80
6487,"(29, 32)",80
498,"(2, 9)",80
2803,"(22, 26)",80
2086,"(13, 28)",80
6242,"(28, 4)",80
1378,"(21, 3)",80
2166,"(28, 29)",80
1843,"(16, 26)",80
2736,"(21, 39)",80
666,"(40, 7)",79
5206,"(1, 39)",79
3264,"(24, 4)",79
3283,"(3, 8)",79
3426,"(16, 32)",79
3518,"(18, 27)",79
156,"(17, 7)",79
0,"(15, 35)",79
866,"(13, 22)",79
757,"(21, 22)",79
1904,"(14, 35)",79
825,"(28, 42)",79
256,"(3, 31)",79
1134,"(10, 39)",79
253,"(25, 3)",79
1269,"(33, 41)",79
1336,"(28, 39)",79
572,"(34, 4)",79
1461,"(19, 39)",79
981,"(24, 26)",79
641,"(25, 35)",79
2027,"(33, 4)",79
499,"(35, 7)",79
664,"(23, 7)",79
1666,"(15, 19)",78
568,"(13, 35)",78
573,"(35, 4)",78
328,"(17, 31)",78
619,"(29, 7)",78
2163,"(15, 28)",78
2837,"(14, 21)",78
1538,"(33, 9)",78
4954,"(7, 8)",78
3054,"(26, 36)",78
2492,"(22, 23)",78
3869,"(16, 31)",78
688,"(18, 7)",78
689,"(28, 7)",78
665,"(34, 7)",78
682,"(10, 17)",78
752,"(10, 21)",78
1483,"(31, 6)",78
32,"(23, 42)",78
2047,"(23, 36)",78
1970,"(18, 4)",78
1337,"(37, 39)",78
2049,"(36, 39)",78
2236,"(36, 7)",78
1748,"(21, 30)",78
2008,"(18, 40)",78
104,"(25, 5)",78
208,"(17, 6)",78
3835,"(41, 6)",78
1356,"(11, 30)",78
2633,"(3, 35)",78
3602,"(19, 21)",78
1069,"(14, 23)",78
452,"(33, 36)",78
54,"(16, 5)",78
55,"(16, 9)",78
1154,"(23, 26)",78
2233,"(12, 21)",77
3182,"(11, 19)",77
779,"(24, 7)",77
3395,"(29, 42)",77
686,"(17, 18)",77
3135,"(27, 42)",77
2048,"(23, 4)",77
755,"(11, 22)",77
2069,"(35, 36)",77
5109,"(26, 32)",77
478,"(40, 5)",77
2123,"(14, 27)",77
523,"(36, 8)",77
3280,"(20, 31)",77
255,"(25, 7)",77
3330,"(39, 7)",77
823,"(26, 28)",77
205,"(12, 6)",77
2983,"(32, 36)",77
548,"(29, 37)",77
2753,"(13, 23)",77
234,"(33, 37)",77
2184,"(15, 25)",77
777,"(16, 37)",77
82,"(16, 42)",77
1787,"(18, 30)",77
956,"(1, 19)",77
2458,"(11, 18)",77
2460,"(18, 6)",77
4522,"(14, 39)",77
1883,"(13, 39)",77
1860,"(1, 10)",77
998,"(11, 33)",77
153,"(11, 7)",77
372,"(18, 31)",77
376,"(28, 34)",77
1135,"(2, 39)",77
207,"(17, 29)",77
1481,"(14, 6)",77
2564,"(15, 36)",77
1223,"(13, 37)",77
1422,"(13, 6)",77
2357,"(18, 20)",77
1706,"(11, 13)",77
1092,"(19, 2)",77
2442,"(18, 24)",76
500,"(5, 7)",76
496,"(2, 5)",76
3216,"(17, 2)",76
842,"(10, 2)",76
890,"(16, 19)",76
3521,"(27, 6)",76
2409,"(33, 35)",76
892,"(16, 33)",76
285,"(21, 41)",76
1805,"(13, 20)",76
302,"(11, 35)",76
1646,"(24, 8)",76
1626,"(20, 3)",76
4565,"(2, 42)",76
820,"(21, 26)",76
1171,"(14, 15)",76
3684,"(31, 37)",76
2510,"(31, 5)",76
803,"(36, 40)",76
594,"(26, 40)",76
1535,"(22, 9)",76
547,"(29, 30)",76
132,"(24, 9)",76
348,"(16, 30)",76
683,"(10, 18)",76
2805,"(26, 4)",76
3458,"(20, 25)",76
519,"(1, 8)",76
1315,"(19, 9)",76
400,"(19, 40)",76
2836,"(14, 16)",76
1245,"(20, 28)",76
1093,"(19, 26)",75
2706,"(18, 23)",75
425,"(30, 9)",75
3183,"(19, 37)",75
712,"(3, 5)",75
663,"(2, 40)",75
2374,"(11, 39)",75
1136,"(34, 39)",75
131,"(24, 6)",75
453,"(33, 5)",75
2203,"(2, 41)",75
1517,"(10, 42)",75
1623,"(17, 20)",75
5439,"(1, 22)",75
8555,"(22, 41)",75
352,"(20, 30)",75
1156,"(42, 6)",75
4182,"(33, 34)",75
454,"(36, 5)",75
3378,"(2, 8)",75
1089,"(14, 2)",75
305,"(21, 35)",75
1804,"(12, 32)",75
2162,"(15, 27)",75
2981,"(17, 36)",75
616,"(27, 5)",75
891,"(16, 28)",75
3035,"(38, 8)",75
4997,"(13, 7)",75
3851,"(19, 5)",75
206,"(17, 22)",75
81,"(16, 36)",75
1226,"(18, 41)",75
3886,"(39, 9)",75
916,"(2, 32)",75
3801,"(40, 6)",75
1046,"(23, 35)",75
129,"(16, 6)",75
179,"(15, 23)",75
2598,"(22, 5)",75
3282,"(21, 8)",75
3134,"(15, 7)",75
1969,"(18, 32)",74
477,"(34, 5)",74
1947,"(12, 40)",74
7456,"(22, 7)",74
2855,"(14, 9)",74
1334,"(16, 39)",74
846,"(18, 29)",74
873,"(3, 32)",74
2565,"(36, 6)",74
1686,"(23, 28)",74
3868,"(1, 2)",74
1460,"(19, 22)",74
133,"(25, 9)",74
2202,"(15, 2)",74
1862,"(1, 4)",74
83,"(36, 41)",74
180,"(15, 32)",74
257,"(3, 33)",74
3394,"(29, 35)",74
685,"(10, 7)",74
202,"(12, 17)",74
3102,"(29, 8)",74
3751,"(25, 30)",74
776,"(11, 37)",74
522,"(30, 8)",74
1067,"(10, 31)",74
7110,"(24, 33)",74
1264,"(17, 33)",74
2124,"(14, 5)",74
7111,"(24, 36)",74
2306,"(27, 31)",74
2127,"(32, 5)",74
849,"(29, 36)",74
6663,"(27, 40)",74
662,"(2, 34)",74
6861,"(28, 41)",74
1557,"(15, 6)",74
2234,"(12, 7)",74
184,"(21, 32)",74
1555,"(13, 15)",74
938,"(12, 26)",74
3603,"(21, 6)",73
2528,"(10, 9)",73
1705,"(10, 3)",73
2786,"(17, 38)",73
3870,"(2, 31)",73
1361,"(14, 8)",73
1355,"(11, 14)",73
2068,"(30, 4)",73
1313,"(16, 3)",73
2186,"(26, 3)",73
210,"(22, 6)",73
2616,"(8, 9)",73
103,"(25, 37)",73
3718,"(11, 27)",73
1746,"(21, 24)",73
3784,"(11, 40)",73
639,"(10, 6)",73
636,"(10, 25)",73
1335,"(18, 39)",73
824,"(26, 42)",73
1458,"(18, 19)",73
398,"(19, 32)",73
1482,"(24, 31)",73
687,"(17, 28)",73
6585,"(36, 9)",73
5324,"(2, 28)",73
2106,"(40, 9)",73
231,"(14, 40)",73
476,"(23, 40)",73
3554,"(22, 40)",73
56,"(23, 41)",73
2272,"(18, 25)",73
3133,"(15, 42)",73
4120,"(14, 42)",73
2324,"(2, 37)",73
6676,"(2, 24)",73
710,"(27, 30)",73
447,"(13, 33)",73
1094,"(2, 26)",73
3200,"(35, 41)",73
2006,"(1, 40)",73
1536,"(29, 33)",73
2892,"(20, 8)",73
52,"(16, 23)",73
1292,"(23, 3)",72
1885,"(15, 39)",72
1001,"(22, 33)",72
3666,"(22, 27)",72
1556,"(15, 34)",72
1267,"(26, 33)",72
152,"(11, 26)",72
1624,"(17, 3)",72
2491,"(12, 31)",72
450,"(18, 33)",72
959,"(14, 19)",72
33,"(33, 38)",72
1000,"(15, 33)",72
228,"(14, 25)",72
151,"(11, 17)",72
79,"(12, 41)",72
3637,"(20, 35)",72
80,"(12, 42)",72
6001,"(12, 35)",72
1842,"(11, 23)",72
1071,"(14, 32)",72
158,"(26, 7)",72
154,"(11, 9)",72
1025,"(27, 9)",72
3,"(15, 9)",72
1841,"(11, 20)",72
1786,"(17, 30)",72
802,"(30, 40)",72
518,"(1, 5)",72
185,"(23, 32)",72
867,"(13, 24)",72
869,"(22, 24)",72
2218,"(3, 6)",72
734,"(38, 6)",72
2046,"(20, 4)",72
708,"(24, 5)",72
706,"(24, 27)",72
3411,"(23, 27)",72
374,"(18, 36)",72
1421,"(13, 29)",72
596,"(40, 41)",72
1726,"(39, 40)",72
351,"(2, 6)",72
618,"(29, 5)",72
5483,"(2, 25)",72
643,"(26, 6)",72
1887,"(26, 39)",72
1294,"(3, 39)",71
378,"(31, 34)",71
1708,"(13, 21)",71
1380,"(3, 34)",71
1399,"(32, 38)",71
128,"(16, 25)",71
4431,"(27, 4)",71
4121,"(24, 42)",71
85,"(41, 42)",71
1951,"(40, 8)",71
872,"(24, 32)",71
1949,"(16, 8)",71
254,"(25, 31)",71
801,"(3, 40)",71
260,"(31, 7)",71
2255,"(42, 8)",71
1928,"(28, 38)",71
982,"(24, 35)",71
2290,"(13, 16)",71
1316,"(3, 9)",71
1749,"(24, 41)",71
2582,"(26, 37)",71
3818,"(14, 36)",71
593,"(20, 41)",71
1312,"(12, 19)",71
2164,"(26, 27)",71
730,"(26, 34)",71
230,"(14, 37)",71
31,"(23, 38)",71
27,"(21, 33)",71
30,"(23, 33)",71
2871,"(12, 33)",71
3052,"(12, 5)",71
2165,"(26, 29)",71
2067,"(2, 4)",71
422,"(30, 34)",71
2305,"(1, 27)",71
1090,"(14, 26)",71
2649,"(2, 38)",71
423,"(30, 35)",71
401,"(31, 32)",71
108,"(28, 6)",71
1602,"(11, 25)",71
155,"(17, 26)",70
350,"(2, 30)",70
5,"(35, 5)",70
1861,"(1, 3)",70
2889,"(10, 19)",70
3166,"(13, 25)",70
3538,"(13, 14)",70
520,"(30, 36)",70
349,"(2, 20)",70
322,"(1, 15)",70
278,"(11, 15)",70
182,"(17, 23)",70
475,"(23, 34)",70
183,"(17, 32)",70
306,"(35, 42)",70
403,"(32, 34)",70
379,"(31, 36)",70
3620,"(1, 41)",70
3167,"(25, 32)",70
1480,"(14, 24)",70
4598,"(10, 33)",70
1357,"(11, 8)",70
3752,"(25, 36)",70
2526,"(1, 13)",70
798,"(13, 30)",70
5094,"(1, 28)",70
1438,"(12, 4)",70
1988,"(38, 7)",70
4074,"(4, 40)",70
797,"(13, 3)",70
799,"(13, 40)",70
1707,"(11, 3)",70
1750,"(29, 41)",70
1289,"(12, 3)",70
3199,"(14, 41)",70
1333,"(16, 18)",70
1020,"(12, 27)",70
4982,"(38, 5)",70
1002,"(32, 33)",70
1769,"(17, 24)",69
1354,"(11, 12)",69
3900,"(17, 34)",69
1268,"(26, 8)",69
1266,"(17, 8)",69
962,"(19, 20)",69
2,"(15, 5)",69
2666,"(14, 3)",69
1360,"(12, 8)",69
326,"(15, 26)",69
1925,"(27, 38)",69
661,"(2, 23)",69
4811,"(14, 28)",69
4199,"(18, 8)",69
4751,"(24, 34)",69
2105,"(38, 9)",69
1192,"(13, 38)",69
58,"(23, 9)",69
233,"(25, 40)",69
5255,"(28, 32)",69
6,"(35, 9)",69
961,"(14, 29)",69
2009,"(29, 40)",69
2599,"(29, 3)",69
4490,"(31, 39)",69
4720,"(11, 28)",69
3070,"(33, 39)",69
1,"(15, 37)",69
4334,"(31, 41)",69
1070,"(14, 31)",69
2376,"(30, 39)",69
637,"(10, 26)",69
107,"(28, 5)",69
1499,"(10, 8)",69
4432,"(4, 9)",69
2999,"(10, 12)",69
732,"(34, 38)",69
2005,"(1, 18)",69
1863,"(10, 37)",69
3034,"(27, 8)",69
711,"(3, 30)",69
707,"(24, 3)",69
130,"(24, 25)",68
778,"(16, 7)",68
3281,"(21, 31)",68
1291,"(12, 39)",68
1727,"(39, 42)",68
615,"(27, 29)",68
3000,"(12, 15)",68
4181,"(1, 33)",68
2459,"(11, 6)",68
613,"(25, 27)",68
1882,"(13, 26)",68
595,"(26, 41)",68
1768,"(14, 17)",68
4851,"(32, 8)",68
5468,"(10, 24)",68
3284,"(31, 8)",68
4782,"(38, 41)",68
105,"(25, 6)",68
1401,"(32, 6)",68
4290,"(1, 21)",68
26,"(21, 23)",68
1923,"(27, 28)",68
1927,"(28, 35)",68
5580,"(15, 18)",68
1072,"(23, 31)",68
1519,"(32, 42)",68
2007,"(1, 7)",68
3247,"(1, 12)",68
1137,"(39, 5)",68
4613,"(16, 27)",68
1173,"(15, 38)",68
751,"(10, 11)",67
542,"(15, 29)",67
1603,"(11, 31)",67
2253,"(4, 42)",67
1803,"(12, 13)",67
2125,"(27, 32)",67
524,"(5, 8)",67
1359,"(12, 30)",67
1886,"(15, 8)",67
845,"(18, 2)",67
1247,"(28, 40)",67
2548,"(42, 7)",67
2921,"(16, 38)",67
2962,"(10, 27)",67
7306,"(11, 2)",67
1930,"(35, 39)",67
1463,"(22, 39)",67
134,"(6, 9)",67
109,"(37, 6)",67
474,"(20, 5)",67
1822,"(18, 26)",67
3619,"(1, 34)",67
1648,"(6, 8)",67
1019,"(12, 20)",67
1500,"(28, 8)",67
917,"(20, 21)",67
2028,"(33, 6)",67
2683,"(19, 25)",67
2273,"(18, 35)",67
1574,"(14, 22)",67
640,"(25, 26)",66
323,"(1, 17)",66
1045,"(1, 42)",66
3117,"(3, 41)",66
642,"(26, 35)",66
1924,"(27, 35)",66
281,"(11, 41)",66
2183,"(1, 25)",66
2685,"(19, 41)",66
471,"(20, 23)",66
426,"(34, 35)",66
6732,"(1, 32)",66
4274,"(19, 35)",66
1047,"(23, 37)",66
1865,"(37, 4)",66
5366,"(34, 8)",66
1133,"(10, 34)",66
1402,"(38, 4)",66
1227,"(34, 37)",66
2964,"(27, 34)",66
236,"(37, 40)",66
2393,"(17, 42)",66
1225,"(18, 37)",66
127,"(16, 24)",66
2932,"(30, 32)",66
1175,"(38, 40)",66
1172,"(14, 38)",66
3750,"(22, 25)",66
2687,"(25, 41)",65
495,"(2, 35)",65
1023,"(20, 9)",65
999,"(15, 22)",65
211,"(29, 6)",65
870,"(22, 3)",65
429,"(42, 9)",65
731,"(26, 38)",65
2888,"(10, 15)",65
1926,"(27, 39)",65
1627,"(32, 37)",65
1381,"(3, 37)",65
1725,"(25, 42)",65
3701,"(25, 38)",65
1684,"(19, 24)",65
3702,"(37, 38)",65
545,"(24, 30)",65
3975,"(17, 39)",65
1246,"(20, 37)",65
2088,"(22, 31)",65
1665,"(13, 9)",65
59,"(41, 5)",65
1724,"(25, 39)",65
428,"(34, 9)",64
1647,"(25, 8)",64
402,"(31, 40)",64
2770,"(20, 22)",64
5440,"(22, 35)",64
2686,"(25, 4)",64
1068,"(10, 32)",64
1729,"(42, 5)",64
28,"(21, 38)",64
3457,"(17, 25)",64
2891,"(19, 8)",64
822,"(21, 34)",64
304,"(16, 35)",64
5681,"(14, 18)",64
449,"(13, 5)",64
1065,"(10, 14)",64
2252,"(35, 8)",64
592,"(20, 26)",64
4552,"(29, 34)",64
2358,"(2, 33)",64
939,"(12, 34)",64
3015,"(32, 35)",64
2545,"(20, 42)",64
3231,"(32, 39)",64
544,"(24, 29)",64
1864,"(3, 4)",63
517,"(1, 36)",63
754,"(10, 38)",63
4260,"(13, 27)",63
729,"(20, 38)",63
229,"(14, 33)",63
1645,"(12, 25)",63
232,"(25, 33)",63
1929,"(35, 38)",63
3032,"(1, 38)",63
2820,"(13, 17)",63
3151,"(37, 8)",63
997,"(11, 32)",63
258,"(3, 7)",63
1728,"(40, 42)",63
1295,"(38, 39)",63
404,"(32, 40)",63
1091,"(14, 30)",63
4090,"(28, 9)",63
1194,"(18, 38)",63
1271,"(41, 8)",63
7,"(37, 5)",62
283,"(15, 41)",62
4004,"(11, 4)",62
847,"(2, 29)",62
1174,"(30, 38)",62
1358,"(12, 14)",62
964,"(20, 29)",62
963,"(19, 29)",62
1688,"(24, 39)",62
2375,"(29, 39)",62
4489,"(10, 30)",62
2546,"(3, 42)",62
1518,"(31, 42)",62
4289,"(1, 11)",62
2890,"(10, 20)",62
590,"(15, 20)",61
1884,"(13, 8)",61
709,"(27, 3)",61
2126,"(27, 37)",61
303,"(11, 42)",61
1806,"(32, 9)",61
1398,"(10, 4)",61
3315,"(24, 40)",61
5666,"(22, 8)",61
2325,"(22, 37)",61
960,"(14, 20)",61
110,"(5, 6)",61
1459,"(18, 22)",61
4998,"(19, 38)",60
1824,"(19, 42)",60
2872,"(23, 30)",60
955,"(1, 14)",60
3520,"(19, 6)",60
1767,"(11, 29)",60
1441,"(39, 6)",60
35,"(38, 42)",60
3667,"(22, 42)",60
4539,"(1, 24)",60
780,"(37, 7)",60
2771,"(20, 24)",60
567,"(13, 34)",60
473,"(20, 40)",60
325,"(1, 31)",60
6029,"(23, 25)",60
541,"(15, 24)",59
3248,"(1, 16)",59
203,"(12, 22)",59
918,"(20, 32)",59
2104,"(31, 38)",59
1116,"(26, 5)",59
2323,"(2, 22)",58
3490,"(13, 2)",58
373,"(18, 34)",58
6758,"(32, 41)",58
3392,"(10, 16)",58
2838,"(16, 34)",58
472,"(20, 34)",57
1948,"(16, 40)",57
1048,"(37, 42)",57
3071,"(39, 41)",56
3519,"(19, 27)",56
1112,"(10, 40)",56
451,"(18, 5)",56
2754,"(13, 42)",56
1114,"(17, 40)",56
4446,"(14, 7)",55
1193,"(18, 3)",54
424,"(30, 42)",54
1042,"(1, 23)",54
353,"(20, 6)",52
4523,"(29, 38)",52
1906,"(35, 40)",51
1195,"(3, 38)",51
2045,"(20, 39)",50
1605,"(25, 34)",50
957,"(1, 20)",48
1140,"(10, 2, 5)",16
90,"(12, 36, 42)",15
4711,"(18, 24, 28)",15
6913,"(13, 26, 31)",14
1910,"(14, 23, 35)",14
7044,"(26, 33, 40)",14
5964,"(14, 21, 4)",14
8057,"(33, 34, 40)",14
11783,"(34, 6, 7)",14
2985,"(15, 17, 36)",14
9645,"(19, 2, 7)",14
2653,"(15, 21, 3)",14
1035,"(27, 41, 9)",14
5912,"(11, 18, 35)",13
526,"(1, 30, 5)",13
1345,"(18, 28, 39)",13
13713,"(15, 3, 31)",13
10421,"(24, 36, 41)",13
9125,"(16, 3, 39)",13
506,"(2, 7, 9)",13
5168,"(15, 16, 6)",13
8715,"(22, 38, 40)",13
9577,"(11, 25, 35)",13
9202,"(12, 18, 35)",13
854,"(10, 2, 36)",13
5776,"(17, 27, 31)",13
9377,"(3, 31, 35)",13
1387,"(21, 37, 9)",13
5304,"(29, 36, 4)",13
7575,"(19, 31, 33)",13
13622,"(1, 29, 4)",13
8156,"(1, 2, 6)",13
8331,"(34, 36, 42)",13
3824,"(14, 40, 6)",13
5572,"(13, 16, 31)",13
23491,"(13, 15, 36)",13
929,"(20, 21, 7)",13
13802,"(22, 41, 9)",13
13180,"(21, 4, 7)",13
6173,"(21, 31, 35)",12
7992,"(2, 3, 8)",12
6260,"(10, 23, 29)",12
8118,"(17, 19, 34)",12
3321,"(19, 24, 7)",12
1993,"(11, 32, 7)",12
13715,"(15, 31, 35)",12
7155,"(11, 30, 5)",12
16048,"(16, 27, 41)",12
7954,"(28, 30, 31)",12
7764,"(21, 24, 38)",12
8749,"(22, 24, 26)",12
8813,"(30, 33, 8)",12
5476,"(24, 28, 37)",12
7802,"(19, 3, 8)",12
6577,"(12, 26, 38)",12
13653,"(1, 26, 30)",12
14079,"(19, 23, 36)",12
4253,"(27, 41, 6)",12
3572,"(14, 15, 17)",12
721,"(27, 30, 5)",12
3205,"(23, 3, 35)",12
12522,"(1, 30, 37)",12
600,"(15, 26, 40)",12
3526,"(18, 27, 6)",12
12162,"(13, 19, 30)",12
14138,"(16, 30, 7)",12
11203,"(24, 35, 41)",12
12255,"(10, 21, 36)",12
18877,"(14, 23, 4)",12
3185,"(11, 19, 34)",12
852,"(10, 18, 36)",12
18450,"(16, 33, 4)",12
3776,"(27, 36, 7)",12
2759,"(13, 23, 42)",12
8932,"(1, 19, 26)",12
11368,"(26, 32, 7)",12
10584,"(29, 4, 9)",12
2763,"(23, 36, 42)",12
11623,"(31, 4, 41)",12
1076,"(10, 23, 31)",12
1979,"(18, 21, 4)",12
20380,"(21, 24, 40)",12
4251,"(14, 27, 6)",12
292,"(15, 16, 21)",12
1275,"(17, 33, 41)",12
1792,"(17, 29, 33)",12
289,"(11, 16, 21)",12
3977,"(17, 19, 21)",12
4012,"(34, 4, 6)",12
7665,"(17, 24, 42)",12
9007,"(19, 21, 36)",12
6837,"(15, 21, 42)",12
7509,"(19, 5, 9)",12
15122,"(16, 18, 20)",12
5382,"(15, 21, 35)",12
10234,"(12, 3, 36)",12
1651,"(12, 24, 8)",12
1830,"(18, 42, 9)",12
15795,"(21, 4, 5)",12
5384,"(15, 23, 35)",12
9457,"(19, 23, 25)",12
7643,"(16, 17, 27)",12
7179,"(21, 36, 42)",12
2484,"(32, 5, 7)",12
8792,"(1, 4, 40)",12
13160,"(17, 32, 7)",12
13287,"(17, 23, 5)",12
1448,"(16, 39, 4)",12
9665,"(13, 29, 4)",12
1157,"(23, 26, 38)",12
2109,"(13, 31, 9)",12
2059,"(23, 39, 4)",12
2364,"(18, 33, 7)",12
20470,"(25, 3, 35)",12
4667,"(1, 17, 9)",12
241,"(14, 33, 40)",12
8480,"(11, 4, 5)",12
5978,"(1, 29, 41)",12
4567,"(2, 21, 31)",12
8683,"(28, 29, 41)",12
1119,"(10, 17, 5)",12
4813,"(14, 15, 28)",12
4817,"(15, 20, 27)",12
1996,"(23, 32, 7)",11
13223,"(26, 30, 6)",11
11663,"(11, 22, 36)",11
5774,"(17, 20, 27)",11
3187,"(11, 3, 34)",11
22960,"(30, 5, 7)",11
8597,"(13, 36, 39)",11
2075,"(2, 36, 4)",11
14666,"(38, 39, 8)",11
13503,"(1, 22, 38)",11
1546,"(22, 29, 9)",11
38,"(21, 23, 42)",11
3175,"(3, 32, 9)",11
16991,"(19, 28, 36)",11
6310,"(13, 18, 19)",11
14656,"(19, 2, 3)",11
22422,"(12, 19, 4)",11
23384,"(22, 27, 7)",11
17000,"(21, 5, 7)",11
3673,"(22, 34, 42)",11
5941,"(17, 35, 7)",11
14308,"(14, 37, 9)",11
7741,"(2, 26, 27)",11
9825,"(19, 31, 4)",11
6876,"(11, 16, 27)",11
7325,"(2, 3, 32)",11
1714,"(11, 13, 21)",11
6952,"(11, 20, 36)",11
6929,"(21, 36, 8)",11
12071,"(22, 27, 33)",11
7357,"(12, 2, 42)",11
11894,"(15, 22, 34)",11
2807,"(22, 26, 4)",11
6548,"(32, 34, 4)",11
8251,"(14, 2, 42)",11
8268,"(17, 21, 5)",11
6017,"(16, 26, 30)",11
5989,"(12, 23, 28)",11
11618,"(13, 31, 41)",11
11607,"(20, 5, 7)",11
3266,"(19, 22, 29)",11
11761,"(14, 39, 8)",11
6205,"(2, 28, 7)",11
20748,"(16, 26, 9)",11
12716,"(18, 25, 4)",11
4321,"(18, 27, 9)",11
3756,"(22, 26, 30)",11
10682,"(14, 16, 8)",11
4297,"(11, 18, 20)",11
10097,"(19, 23, 37)",11
10733,"(17, 27, 36)",11
4266,"(13, 14, 42)",11
9836,"(12, 41, 7)",11
3879,"(16, 2, 31)",11
3762,"(26, 30, 36)",11
3686,"(20, 31, 33)",11
3677,"(32, 34, 42)",11
3956,"(12, 23, 26)",11
2552,"(20, 30, 7)",11
10492,"(2, 32, 36)",11
19679,"(22, 38, 7)",11
3889,"(34, 41, 9)",11
17408,"(30, 6, 8)",11
3729,"(27, 34, 36)",11
12846,"(13, 15, 4)",11
16474,"(20, 4, 7)",11
10274,"(13, 18, 40)",11
4167,"(17, 23, 41)",11
10810,"(13, 25, 7)",11
2535,"(10, 13, 35)",11
985,"(24, 26, 9)",11
986,"(24, 35, 6)",11
13980,"(19, 22, 28)",11
12669,"(1, 37, 39)",11
